indicator,order,level,english,top,group,ai_post_relative_change,std_error,lower,upper,outcome,eng_var,top_var,model_fe_type,n,r2
cit,first,1,0,0,"Non-English, less-established",0.009634817713245718,0.0004293194913296397,0.008793366972378569,0.010476268454112867,ai_use_method_results,english_first,first_cumulative_cits_top1,journal + subfield,1454831,0.1182406815628898
cit,first,1,0,1,"Non-English, more-established",0.010378822160341538,0.001006074327327866,0.008406952713008559,0.012350691607674517,ai_use_method_results,english_first,first_cumulative_cits_top1,journal + subfield,1454831,0.1182406815628898
cit,first,1,1,0,"English, less-established",0.006868436941747286,0.00046114803305024417,0.005964603405427322,0.007772270478067251,ai_use_method_results,english_first,first_cumulative_cits_top1,journal + subfield,1454831,0.1182406815628898
cit,first,1,1,1,"English, more-established",0.004838439739880955,0.0007557124139493306,0.003357270625870442,0.006319608853891468,ai_use_method_results,english_first,first_cumulative_cits_top1,journal + subfield,1454831,0.1182406815628898
cit,first,5,0,0,"Non-English, less-established",0.009661394928484654,0.00043164649966733506,0.008815383335083898,0.01050740652188541,ai_use_method_results,english_first,first_cumulative_cits_top5,journal + subfield,1454831,0.11823702145429649
cit,first,5,0,1,"Non-English, more-established",0.009426384763514784,0.0005740486574210818,0.008301270069595891,0.010551499457433677,ai_use_method_results,english_first,first_cumulative_cits_top5,journal + subfield,1454831,0.11823702145429649
cit,first,5,1,0,"English, less-established",0.006996026479226949,0.0004851173988724897,0.006045213849163117,0.00794683910929078,ai_use_method_results,english_first,first_cumulative_cits_top5,journal + subfield,1454831,0.11823702145429649
cit,first,5,1,1,"English, more-established",0.0053303301253965155,0.00044437863411103033,0.004459364007039794,0.0062012962437532375,ai_use_method_results,english_first,first_cumulative_cits_top5,journal + subfield,1454831,0.11823702145429649
cit,first,10,0,0,"Non-English, less-established",0.009713849383716822,0.00042935847876639655,0.00887232222887778,0.010555376538555865,ai_use_method_results,english_first,first_cumulative_cits_top10,journal + subfield,1454831,0.11824759212141
cit,first,10,0,1,"Non-English, more-established",0.009252003789475027,0.0005239897004423093,0.00822500284833817,0.010279004730611885,ai_use_method_results,english_first,first_cumulative_cits_top10,journal + subfield,1454831,0.11824759212141
cit,first,10,1,0,"English, less-established",0.007150934230677213,0.000519756394172569,0.006132230417364574,0.008169638043989852,ai_use_method_results,english_first,first_cumulative_cits_top10,journal + subfield,1454831,0.11824759212141
cit,first,10,1,1,"English, more-established",0.005497662494221348,0.0003548867982103822,0.004802097151140265,0.006193227837302431,ai_use_method_results,english_first,first_cumulative_cits_top10,journal + subfield,1454831,0.11824759212141
cit,first,20,0,0,"Non-English, less-established",0.009751896029302506,0.00043049054771495066,0.00890815006009628,0.010595641998508732,ai_use_method_results,english_first,first_cumulative_cits_top20,journal + subfield,1454831,0.11824305065377605
cit,first,20,0,1,"Non-English, more-established",0.009410780272753959,0.000469652847904766,0.00849027760562395,0.010331282939883968,ai_use_method_results,english_first,first_cumulative_cits_top20,journal + subfield,1454831,0.11824305065377605
cit,first,20,1,0,"English, less-established",0.00731756258962637,0.0005641574622716522,0.006211834281964417,0.008423290897288323,ai_use_method_results,english_first,first_cumulative_cits_top20,journal + subfield,1454831,0.11824305065377605
cit,first,20,1,1,"English, more-established",0.005964103284962897,0.0003549681127065724,0.005268378568397861,0.006659828001527934,ai_use_method_results,english_first,first_cumulative_cits_top20,journal + subfield,1454831,0.11824305065377605
cit,last,1,0,0,"Non-English, less-established",0.009670948673607935,0.0004175040930564761,0.008852655687819183,0.010489241659396688,ai_use_method_results,english_last,last_cumulative_cits_top1,journal + subfield,1444004,0.11792374250489435
cit,last,1,0,1,"Non-English, more-established",0.006349980922468294,0.00040584848889192255,0.005554532501060122,0.007145429343876466,ai_use_method_results,english_last,last_cumulative_cits_top1,journal + subfield,1444004,0.11792374250489435
cit,last,1,1,0,"English, less-established",0.007146677614988739,0.0004775527992524682,0.006210691327737616,0.008082663902239863,ai_use_method_results,english_last,last_cumulative_cits_top1,journal + subfield,1444004,0.11792374250489435
cit,last,1,1,1,"English, more-established",0.004415121097890388,0.00033787520527607247,0.003752897864280208,0.005077344331500568,ai_use_method_results,english_last,last_cumulative_cits_top1,journal + subfield,1444004,0.11792374250489435
cit,last,5,0,0,"Non-English, less-established",0.010510276972848077,0.00044599841811143433,0.009636136136187828,0.011384417809508326,ai_use_method_results,english_last,last_cumulative_cits_top5,journal + subfield,1444004,0.11856225051496494
cit,last,5,0,1,"Non-English, more-established",0.006440751968142172,0.00033069860753741603,0.005792594607631291,0.0070889093286530536,ai_use_method_results,english_last,last_cumulative_cits_top5,journal + subfield,1444004,0.11856225051496494
cit,last,5,1,0,"English, less-established",0.008235427295229147,0.0005958073229297979,0.007067666400561517,0.009403188189896775,ai_use_method_results,english_last,last_cumulative_cits_top5,journal + subfield,1444004,0.11856225051496494
cit,last,5,1,1,"English, more-established",0.004903934419745181,0.0003086490732874472,0.004298993352240121,0.005508875487250241,ai_use_method_results,english_last,last_cumulative_cits_top5,journal + subfield,1444004,0.11856225051496494
cit,last,10,0,0,"Non-English, less-established",0.011335998742394927,0.0004882686707758407,0.010379009732895034,0.012292987751894819,ai_use_method_results,english_last,last_cumulative_cits_top10,journal + subfield,1444004,0.1189927790730998
cit,last,10,0,1,"Non-English, more-established",0.007010598696085943,0.00032299695333011964,0.006377536300442744,0.007643661091729142,ai_use_method_results,english_last,last_cumulative_cits_top10,journal + subfield,1444004,0.1189927790730998
cit,last,10,1,0,"English, less-established",0.009528113547023832,0.0007727086813715436,0.00801363236099417,0.011042594733053494,ai_use_method_results,english_last,last_cumulative_cits_top10,journal + subfield,1444004,0.1189927790730998
cit,last,10,1,1,"English, more-established",0.005142500774954332,0.00030044423857513114,0.004553640887984515,0.005731360661924149,ai_use_method_results,english_last,last_cumulative_cits_top10,journal + subfield,1444004,0.1189927790730998
cit,last,20,0,0,"Non-English, less-established",0.012775313572395558,0.0005694339215338209,0.011659243594613861,0.013891383550177255,ai_use_method_results,english_last,last_cumulative_cits_top20,journal + subfield,1444004,0.11938772914382434
cit,last,20,0,1,"Non-English, more-established",0.007708056309978275,0.0003336671091651571,0.007054080793188973,0.008362031826767577,ai_use_method_results,english_last,last_cumulative_cits_top20,journal + subfield,1444004,0.11938772914382434
cit,last,20,1,0,"English, less-established",0.011486032430359856,0.0010461449464655287,0.009435626012678836,0.013536438848040875,ai_use_method_results,english_last,last_cumulative_cits_top20,journal + subfield,1444004,0.11938772914382434
cit,last,20,1,1,"English, more-established",0.005565120110225255,0.0003062560492867032,0.004964869283575793,0.006165370936874717,ai_use_method_results,english_last,last_cumulative_cits_top20,journal + subfield,1444004,0.11938772914382434
ins,first,100,0,0,"Non-English, less-established",0.010014589412847281,0.0004564011476707632,0.009120059600909839,0.010909119224784724,ai_use_method_results,english_first,first_top100_ins,journal + subfield,1442668,0.11887796688130847
ins,first,100,0,1,"Non-English, more-established",0.005961820851419467,0.00029946974941135216,0.005374870928113982,0.0065487707747249515,ai_use_method_results,english_first,first_top100_ins,journal + subfield,1442668,0.11887796688130847
ins,first,100,1,0,"English, less-established",0.0077122190492095385,0.0005308168283373198,0.006671837183280611,0.008752600915138466,ai_use_method_results,english_first,first_top100_ins,journal + subfield,1442668,0.11887796688130847
ins,first,100,1,1,"English, more-established",0.004578865335340028,0.0003263161122152146,0.003939297507823077,0.005218433162856979,ai_use_method_results,english_first,first_top100_ins,journal + subfield,1442668,0.11887796688130847
ins,first,200,0,0,"Non-English, less-established",0.01045991379891402,0.0004771305583475459,0.009524755088629343,0.011395072509198696,ai_use_method_results,english_first,first_top200_ins,journal + subfield,1442668,0.1191616783281676
ins,first,200,0,1,"Non-English, more-established",0.006403863805946814,0.00029509569175383785,0.005825486878116358,0.00698224073377727,ai_use_method_results,english_first,first_top200_ins,journal + subfield,1442668,0.1191616783281676
ins,first,200,1,0,"English, less-established",0.008056339346783395,0.0005642568226295558,0.00695041629639846,0.009162262397168329,ai_use_method_results,english_first,first_top200_ins,journal + subfield,1442668,0.1191616783281676
ins,first,200,1,1,"English, more-established",0.004737739630391213,0.00032065579903688216,0.00410926581284501,0.005366213447937415,ai_use_method_results,english_first,first_top200_ins,journal + subfield,1442668,0.1191616783281676
ins,first,300,0,0,"Non-English, less-established",0.010744915406863875,0.0004990026331361159,0.009766888217726434,0.011722942596001316,ai_use_method_results,english_first,first_top300_ins,journal + subfield,1442668,0.11932132189596789
ins,first,300,0,1,"Non-English, more-established",0.006558446819083479,0.00029083111410344275,0.005988428309857072,0.007128465328309886,ai_use_method_results,english_first,first_top300_ins,journal + subfield,1442668,0.11932132189596789
ins,first,300,1,0,"English, less-established",0.008318152032884172,0.0006181505872492567,0.0071065991448533445,0.009529704920914999,ai_use_method_results,english_first,first_top300_ins,journal + subfield,1442668,0.11932132189596789
ins,first,300,1,1,"English, more-established",0.005017979488330824,0.0003091369748652093,0.00441208215130535,0.005623876825356299,ai_use_method_results,english_first,first_top300_ins,journal + subfield,1442668,0.11932132189596789
ins,last,100,0,0,"Non-English, less-established",0.009899172045828837,0.0004396430303602829,0.009037487540268632,0.010760856551389041,ai_use_method_results,english_last,last_top100_ins,journal + subfield,1418895,0.11819904541121018
ins,last,100,0,1,"Non-English, more-established",0.006025617579303448,0.00027606631729562174,0.005484537540059422,0.0065666976185474735,ai_use_method_results,english_last,last_top100_ins,journal + subfield,1418895,0.11819904541121018
ins,last,100,1,0,"English, less-established",0.00766959968889056,0.0005369745645051446,0.006617148881846396,0.008722050495934724,ai_use_method_results,english_last,last_top100_ins,journal + subfield,1418895,0.11819904541121018
ins,last,100,1,1,"English, more-established",0.004820766720483042,0.0003223107672505813,0.0041890492248424305,0.005452484216123653,ai_use_method_results,english_last,last_top100_ins,journal + subfield,1418895,0.11819904541121018
ins,last,200,0,0,"Non-English, less-established",0.01033706692855288,0.00046010523077414186,0.009435277247137072,0.011238856609968687,ai_use_method_results,english_last,last_top200_ins,journal + subfield,1418895,0.11847579347963211
ins,last,200,0,1,"Non-English, more-established",0.00643940843839289,0.0002836352664315709,0.005883493531441589,0.006995323345344192,ai_use_method_results,english_last,last_top200_ins,journal + subfield,1418895,0.11847579347963211
ins,last,200,1,0,"English, less-established",0.007998916173753317,0.0005763795117621015,0.006869233089272818,0.009128599258233817,ai_use_method_results,english_last,last_top200_ins,journal + subfield,1418895,0.11847579347963211
ins,last,200,1,1,"English, more-established",0.0049619718077866005,0.0003129799346375732,0.004348542408013257,0.005575401207559944,ai_use_method_results,english_last,last_top200_ins,journal + subfield,1418895,0.11847579347963211
ins,last,300,0,0,"Non-English, less-established",0.010655102626860239,0.0004795211634869815,0.009715258416601012,0.011594946837119466,ai_use_method_results,english_last,last_top300_ins,journal + subfield,1418895,0.11867587290000337
ins,last,300,0,1,"Non-English, more-established",0.006515136257557439,0.0002796097427129242,0.005967111232113597,0.007063161283001281,ai_use_method_results,english_last,last_top300_ins,journal + subfield,1418895,0.11867587290000337
ins,last,300,1,0,"English, less-established",0.008205059940749175,0.000632359790020417,0.0069656575270378475,0.009444462354460503,ai_use_method_results,english_last,last_top300_ins,journal + subfield,1418895,0.11867587290000337
ins,last,300,1,1,"English, more-established",0.005256048629268396,0.00030479399906696043,0.004658663368393219,0.005853433890143573,ai_use_method_results,english_last,last_top300_ins,journal + subfield,1418895,0.11867587290000337
pub,first,1,0,0,"Non-English, less-established",0.009649159234684278,0.0004302946074112209,0.008805797301416483,0.010492521167952074,ai_use_method_results,english_first,first_cumulative_pubs_top1,journal + subfield,1454831,0.11822999091555109
pub,first,1,0,1,"Non-English, more-established",0.009418327019819957,0.0006966160850768266,0.008052984582018087,0.010783669457621827,ai_use_method_results,english_first,first_cumulative_pubs_top1,journal + subfield,1454831,0.11822999091555109
pub,first,1,1,0,"English, less-established",0.0068557224168431016,0.00045962225427108745,0.0059548793519786595,0.007756565481707544,ai_use_method_results,english_first,first_cumulative_pubs_top1,journal + subfield,1454831,0.11822999091555109
pub,first,1,1,1,"English, more-established",0.004923429006148141,0.0007463755000038005,0.003460559907197617,0.0063862981050986645,ai_use_method_results,english_first,first_cumulative_pubs_top1,journal + subfield,1454831,0.11822999091555109
pub,first,5,0,0,"Non-English, less-established",0.009654421797481341,0.0004327223818017932,0.008806301513845436,0.010502542081117247,ai_use_method_results,english_first,first_cumulative_pubs_top5,journal + subfield,1454831,0.11822703585359551
pub,first,5,0,1,"Non-English, more-established",0.009515041164112599,0.0005056065688066197,0.00852407049890475,0.010506011829320447,ai_use_method_results,english_first,first_cumulative_pubs_top5,journal + subfield,1454831,0.11822703585359551
pub,first,5,1,0,"English, less-established",0.006890374738109385,0.0004773361566015155,0.005954813062651643,0.007825936413567127,ai_use_method_results,english_first,first_cumulative_pubs_top5,journal + subfield,1454831,0.11822703585359551
pub,first,5,1,1,"English, more-established",0.00603534368157346,0.00045927370575173077,0.005135183759253822,0.006935503603893099,ai_use_method_results,english_first,first_cumulative_pubs_top5,journal + subfield,1454831,0.11822703585359551
pub,first,10,0,0,"Non-English, less-established",0.009643808038497601,0.0004350137764887516,0.00879119670380089,0.010496419373194312,ai_use_method_results,english_first,first_cumulative_pubs_top10,journal + subfield,1454831,0.1182336071520319
pub,first,10,0,1,"Non-English, more-established",0.009636632212639773,0.00047579099483571773,0.008704098998593283,0.010569165426686263,ai_use_method_results,english_first,first_cumulative_pubs_top10,journal + subfield,1454831,0.1182336071520319
pub,first,10,1,0,"English, less-established",0.006965693346696985,0.0004913311144212585,0.0060027020579473895,0.007928684635446579,ai_use_method_results,english_first,first_cumulative_pubs_top10,journal + subfield,1454831,0.1182336071520319
pub,first,10,1,1,"English, more-established",0.006076578280429806,0.0004339368071531757,0.005226077766843279,0.006927078794016333,ai_use_method_results,english_first,first_cumulative_pubs_top10,journal + subfield,1454831,0.1182336071520319
pub,first,20,0,0,"Non-English, less-established",0.009662206118297132,0.0004395639448909298,0.00880067661740856,0.010523735619185704,ai_use_method_results,english_first,first_cumulative_pubs_top20,journal + subfield,1454831,0.1182304064943378
pub,first,20,0,1,"Non-English, more-established",0.00960512717906899,0.000447725146545439,0.008727602016867012,0.010482652341270968,ai_use_method_results,english_first,first_cumulative_pubs_top20,journal + subfield,1454831,0.1182304064943378
pub,first,20,1,0,"English, less-established",0.0070919636313577315,0.0005248320094880454,0.0060633117948273784,0.008120615467888084,ai_use_method_results,english_first,first_cumulative_pubs_top20,journal + subfield,1454831,0.1182304064943378
pub,first,20,1,1,"English, more-established",0.00622617878191244,0.0003854279799061563,0.005470753822662346,0.0069816037411625335,ai_use_method_results,english_first,first_cumulative_pubs_top20,journal + subfield,1454831,0.1182304064943378
pub,last,1,0,0,"Non-English, less-established",0.009815906847110454,0.00042899996070795536,0.008975082374753763,0.010656731319467145,ai_use_method_results,english_last,last_cumulative_pubs_top1,journal + subfield,1444004,0.11789893715831123
pub,last,1,0,1,"Non-English, more-established",0.00684069156086643,0.0003593790684035184,0.006136321529997977,0.007545061591734883,ai_use_method_results,english_last,last_cumulative_pubs_top1,journal + subfield,1444004,0.11789893715831123
pub,last,1,1,0,"English, less-established",0.006964658436881135,0.00048567736671805637,0.006012748290007492,0.007916568583754778,ai_use_method_results,english_last,last_cumulative_pubs_top1,journal + subfield,1444004,0.11789893715831123
pub,last,1,1,1,"English, more-established",0.005638638074173156,0.00036278369587343167,0.004927595096082898,0.006349681052263414,ai_use_method_results,english_last,last_cumulative_pubs_top1,journal + subfield,1444004,0.11789893715831123
pub,last,5,0,0,"Non-English, less-established",0.010742962526718644,0.000481196666269763,0.009799834391349169,0.01168609066208812,ai_use_method_results,english_last,last_cumulative_pubs_top5,journal + subfield,1444004,0.11831998890132311
pub,last,5,0,1,"Non-English, more-established",0.007187182208093574,0.0003129072985989538,0.006573895172339904,0.007800469243847244,ai_use_method_results,english_last,last_cumulative_pubs_top5,journal + subfield,1444004,0.11831998890132311
pub,last,5,1,0,"English, less-established",0.007631737109349595,0.0006136769083672374,0.006428952470805923,0.008834521747893268,ai_use_method_results,english_last,last_cumulative_pubs_top5,journal + subfield,1444004,0.11831998890132311
pub,last,5,1,1,"English, more-established",0.005664050827323665,0.00032224478891107743,0.005032462646852241,0.006295639007795089,ai_use_method_results,english_last,last_cumulative_pubs_top5,journal + subfield,1444004,0.11831998890132311
pub,last,10,0,0,"Non-English, less-established",0.011657640433176953,0.0005389225309338762,0.010601371682089383,0.012713909184264523,ai_use_method_results,english_last,last_cumulative_pubs_top10,journal + subfield,1444004,0.11866151990912954
pub,last,10,0,1,"Non-English, more-established",0.007573086975298905,0.000322406600553862,0.006941181649835344,0.008204992300762465,ai_use_method_results,english_last,last_cumulative_pubs_top10,journal + subfield,1444004,0.11866151990912954
pub,last,10,1,0,"English, less-established",0.008505464769032772,0.0007608145944436058,0.007014295565010858,0.009996633973054687,ai_use_method_results,english_last,last_cumulative_pubs_top10,journal + subfield,1444004,0.11866151990912954
pub,last,10,1,1,"English, more-established",0.005719299468728323,0.00031109242145309975,0.005109569526816892,0.006329029410639755,ai_use_method_results,english_last,last_cumulative_pubs_top10,journal + subfield,1444004,0.11866151990912954
pub,last,20,0,0,"Non-English, less-established",0.013322200719082912,0.000635324620412236,0.012076987344583349,0.014567414093582476,ai_use_method_results,english_last,last_cumulative_pubs_top20,journal + subfield,1444004,0.11911526710793696
pub,last,20,0,1,"Non-English, more-established",0.008027082967407891,0.0003386663419821863,0.007363309134346881,0.008690856800468902,ai_use_method_results,english_last,last_cumulative_pubs_top20,journal + subfield,1444004,0.11911526710793696
pub,last,20,1,0,"English, less-established",0.010251093915239174,0.0010290255792835426,0.008234240840672964,0.012267946989805384,ai_use_method_results,english_last,last_cumulative_pubs_top20,journal + subfield,1444004,0.11911526710793696
pub,last,20,1,1,"English, more-established",0.0058735939065387745,0.000323302127276093,0.005239933380952447,0.006507254432125102,ai_use_method_results,english_last,last_cumulative_pubs_top20,journal + subfield,1444004,0.11911526710793696
pub_recent2year,first,5,0,0,"Non-English, less-established",0.00920841840941587,0.00042348189871675994,0.008378409139826383,0.010038427679005358,ai_use_method_results,english_first,first_recent2year_top5,journal + subfield,1454831,0.11866820560556535
pub_recent2year,first,5,0,1,"Non-English, more-established",0.011798917994908913,0.0005272223167791669,0.010765581242175979,0.012832254747641847,ai_use_method_results,english_first,first_recent2year_top5,journal + subfield,1454831,0.11866820560556535
pub_recent2year,first,5,1,0,"English, less-established",0.006494341721869738,0.0004560953332520982,0.005600411295178832,0.007388272148560644,ai_use_method_results,english_first,first_recent2year_top5,journal + subfield,1454831,0.11866820560556535
pub_recent2year,first,5,1,1,"English, more-established",0.008448823800382714,0.0005902313594546737,0.007291991593305439,0.00960565600745999,ai_use_method_results,english_first,first_recent2year_top5,journal + subfield,1454831,0.11866820560556535
pub_recent2year,first,10,0,0,"Non-English, less-established",0.009060757654227428,0.0004281847749671913,0.008221530916563346,0.009899984391891511,ai_use_method_results,english_first,first_recent2year_top10,journal + subfield,1454831,0.11869998673826787
pub_recent2year,first,10,0,1,"Non-English, more-established",0.01111208199124481,0.00047532082832967476,0.0101804702866169,0.012043693695872718,ai_use_method_results,english_first,first_recent2year_top10,journal + subfield,1454831,0.11869998673826787
pub_recent2year,first,10,1,0,"English, less-established",0.006341445404202028,0.00045671400558552254,0.005446302402019379,0.007236588406384677,ai_use_method_results,english_first,first_recent2year_top10,journal + subfield,1454831,0.11869998673826787
pub_recent2year,first,10,1,1,"English, more-established",0.008042081989509727,0.0005367523792718469,0.006990066657520723,0.009094097321498731,ai_use_method_results,english_first,first_recent2year_top10,journal + subfield,1454831,0.11869998673826787
pub_recent2year,first,20,0,0,"Non-English, less-established",0.008939917120621425,0.00043095721619331264,0.00809525649800489,0.00978457774323796,ai_use_method_results,english_first,first_recent2year_top20,journal + subfield,1454831,0.11858212984761396
pub_recent2year,first,20,0,1,"Non-English, more-established",0.010469311215158449,0.0004545178103200219,0.009578472676599198,0.0113601497537177,ai_use_method_results,english_first,first_recent2year_top20,journal + subfield,1454831,0.11858212984761396
pub_recent2year,first,20,1,0,"English, less-established",0.006302392572473342,0.0004758673464432346,0.005369709712025958,0.007235075432920726,ai_use_method_results,english_first,first_recent2year_top20,journal + subfield,1454831,0.11858212984761396
pub_recent2year,first,20,1,1,"English, more-established",0.007456306136507345,0.0004807443403617982,0.006514064543626755,0.008398547729387935,ai_use_method_results,english_first,first_recent2year_top20,journal + subfield,1454831,0.11858212984761396
pub_recent2year,last,5,0,0,"Non-English, less-established",0.009863789791620512,0.00046909806138701644,0.0089443744860844,0.010783205097156624,ai_use_method_results,english_last,last_recent2year_top5,journal + subfield,1444004,0.117840607259868
pub_recent2year,last,5,0,1,"Non-English, more-established",0.009007109898067567,0.0003622800382854066,0.008297054070710378,0.009717165725424757,ai_use_method_results,english_last,last_recent2year_top5,journal + subfield,1444004,0.117840607259868
pub_recent2year,last,5,1,0,"English, less-established",0.006678158376480892,0.0005459151296908953,0.005608184383671224,0.0077481323692905595,ai_use_method_results,english_last,last_recent2year_top5,journal + subfield,1444004,0.117840607259868
pub_recent2year,last,5,1,1,"English, more-established",0.006928104714162161,0.00039710326676350115,0.006149796613162497,0.0077064128151618245,ai_use_method_results,english_last,last_recent2year_top5,journal + subfield,1444004,0.117840607259868
pub_recent2year,last,10,0,0,"Non-English, less-established",0.010154336644520576,0.0005019193027706128,0.00917059288794472,0.011138080401096432,ai_use_method_results,english_last,last_recent2year_top10,journal + subfield,1444004,0.11783075967673184
pub_recent2year,last,10,0,1,"Non-English, more-established",0.009028427963102593,0.00037260643214762605,0.008298132775685278,0.009758723150519908,ai_use_method_results,english_last,last_recent2year_top10,journal + subfield,1444004,0.11783075967673184
pub_recent2year,last,10,1,0,"English, less-established",0.0068280183629674295,0.0006225860180223558,0.005607772190365407,0.008048264535569453,ai_use_method_results,english_last,last_recent2year_top10,journal + subfield,1444004,0.11783075967673184
pub_recent2year,last,10,1,1,"English, more-established",0.0067630531848783685,0.00039107470781698817,0.005996560842292547,0.00752954552746419,ai_use_method_results,english_last,last_recent2year_top10,journal + subfield,1444004,0.11783075967673184
pub_recent2year,last,20,0,0,"Non-English, less-established",0.01088861804961469,0.0005909574253792524,0.009730362779474838,0.012046873319754542,ai_use_method_results,english_last,last_recent2year_top20,journal + subfield,1444004,0.11785534467157355
pub_recent2year,last,20,0,1,"Non-English, more-established",0.009025568082108372,0.0003700699792894765,0.008300244250941514,0.009750891913275229,ai_use_method_results,english_last,last_recent2year_top20,journal + subfield,1444004,0.11785534467157355
pub_recent2year,last,20,1,0,"English, less-established",0.007408343892317012,0.0007575112342823204,0.005923649155239181,0.008893038629394844,ai_use_method_results,english_last,last_recent2year_top20,journal + subfield,1444004,0.11785534467157355
pub_recent2year,last,20,1,1,"English, more-established",0.006597491603203242,0.0003880617361645928,0.005836904576542555,0.007358078629863929,ai_use_method_results,english_last,last_recent2year_top20,journal + subfield,1444004,0.11785534467157355
