indicator,order,level,outcome,eng_var,top_var,term,estimate,std_error,t_value,pvalue,lower,upper,status,model_fe_type,n,r2
age,last,10,ai_use_intro_discussion,english_last,last_senior_10,english_last:post_gpt,-0.009716928473450267,0.004623353535529266,-2.101705698856513,0.03561561762944421,-0.018780141946341315,-0.0006537150005592185,success,journal + subfield,2019216,0.19327195979074285
age,last,10,ai_use_intro_discussion,english_last,last_senior_10,english_last:post_gpt:last_senior_10,-0.0073764934640235666,0.0034752253572036896,-2.1225942797444937,0.03382376393373354,-0.01418901797392684,-0.0005639689541202921,success,journal + subfield,2019216,0.19327195979074285
age,last,10,ai_use_intro_discussion,english_last,last_senior_10,last_senior_10,-0.0026748384452355083,0.0008658193455677367,-3.0893724642772424,0.002013862567239011,-0.004372114134307577,-0.0009775627561634391,success,journal + subfield,2019216,0.19327195979074285
age,last,10,ai_use_intro_discussion,english_last,last_senior_10,log_paper_authors_count,-0.005029294711955968,0.0008587226413844588,-5.85671609152821,4.940488684823663e-09,-0.006712658649639628,-0.0033459307742723086,success,journal + subfield,2019216,0.19327195979074285
age,last,10,ai_use_intro_discussion,english_last,last_senior_10,log_paper_ref_count,0.034603982015304235,0.0013290423272955,26.036779494992235,0.0,0.031998644951153433,0.03720931907945504,success,journal + subfield,2019216,0.19327195979074285
age,last,10,ai_use_intro_discussion,english_last,last_senior_10,log_sentences_count,-0.03202545702227434,0.0015256351615589964,-20.9915567163178,0.0,-0.035016177295924135,-0.029034736748624553,success,journal + subfield,2019216,0.19327195979074285
age,last,10,ai_use_intro_discussion,english_last,last_senior_10,post_gpt,0.09760354302584669,0.0029626850672919763,32.94428560881788,0.0,0.09179575718133634,0.10341132887035703,success,journal + subfield,2019216,0.19327195979074285
age,last,10,ai_use_intro_discussion,english_last,last_senior_10,post_gpt:last_senior_10,-0.023507870472589395,0.002105887787445882,-11.162926444955943,0.0,-0.02763606668793491,-0.01937967425724388,success,journal + subfield,2019216,0.19327195979074285
age,last,15,ai_use_intro_discussion,english_last,last_senior_15,english_last,0.009727767131608162,0.0012828121400457013,7.583157991677255,3.8191672047105385e-14,0.007213055638856301,0.012242478624360023,success,journal + subfield,2019216,0.19398232411685568
age,last,15,ai_use_intro_discussion,english_last,last_senior_15,english_last:last_senior_15,0.00025005807932209034,0.0010897756927843577,0.2294583013530026,0.818519601546537,-0.0018862418305531116,0.002386357989197292,success,journal + subfield,2019216,0.19398232411685568
age,last,15,ai_use_intro_discussion,english_last,last_senior_15,english_last:post_gpt,-0.010641709239852372,0.003688775432578313,-2.8848894258695017,0.003927771691198068,-0.017872858435365076,-0.0034105600443396665,success,journal + subfield,2019216,0.19398232411685568
age,last,15,ai_use_intro_discussion,english_last,last_senior_15,english_last:post_gpt:last_senior_15,-0.007215417395704123,0.0026833937549696836,-2.688914879652331,0.007185883925197034,-0.012475705246550652,-0.0019551295448575956,success,journal + subfield,2019216,0.19398232411685568
age,last,15,ai_use_intro_discussion,english_last,last_senior_15,last_senior_15,-0.0021221373197079546,0.0005866661137219443,-3.617282931588854,0.0002998624049981302,-0.003272185695873217,-0.0009720889435426922,success,journal + subfield,2019216,0.19398232411685568
age,last,15,ai_use_intro_discussion,english_last,last_senior_15,log_paper_authors_count,-0.004939886620337957,0.0008598767344452877,-5.744877634728321,9.594735450590974e-09,-0.006625512940012848,-0.0032542603006630666,success,journal + subfield,2019216,0.19398232411685568
age,last,15,ai_use_intro_discussion,english_last,last_senior_15,log_paper_ref_count,0.034504332989652886,0.0013240543037656503,26.05960563061615,0.0,0.03190877400578762,0.03709989197351815,success,journal + subfield,2019216,0.19398232411685568
age,last,15,ai_use_intro_discussion,english_last,last_senior_15,log_sentences_count,-0.032014313572045,0.0015230279533457124,-21.020174647298848,0.0,-0.034999922905243515,-0.02902870423884648,success,journal + subfield,2019216,0.19398232411685568
age,last,15,ai_use_intro_discussion,english_last,last_senior_15,post_gpt,0.09354712065633496,0.0025314678721344744,36.95370645863983,0.0,0.08858465487287123,0.09850958643979868,success,journal + subfield,2019216,0.19398232411685568
age,last,15,ai_use_intro_discussion,english_last,last_senior_15,post_gpt:last_senior_15,-0.02100059293195942,0.0017157623557170923,-12.239802826996023,0.0,-0.024364021745939206,-0.017637164117979637,success,journal + subfield,2019216,0.19398232411685568
age,last,20,ai_use_intro_discussion,english_last,last_senior_20,english_last,0.010017451467130978,0.0010483437848989462,9.555502318446614,0.0,0.00796237100605392,0.012072531928208036,success,journal + subfield,2019216,0.19411000589566496
age,last,20,ai_use_intro_discussion,english_last,last_senior_20,english_last:last_senior_20,-0.00013951020998985444,0.000815019346730494,-0.17117410838099636,0.8640919392095836,-0.0017372020730909248,0.0014581816531112157,success,journal + subfield,2019216,0.19411000589566496
age,last,20,ai_use_intro_discussion,english_last,last_senior_20,english_last:post_gpt,-0.012984198158652961,0.0031714605553364475,-4.0940752476978295,4.287481986331443e-05,-0.019201249009941006,-0.006767147307364916,success,journal + subfield,2019216,0.19411000589566496
age,last,20,ai_use_intro_discussion,english_last,last_senior_20,english_last:post_gpt:last_senior_20,-0.004509170492034827,0.002230554713217082,-2.021546687609086,0.043262150027275625,-0.008881752725579168,-0.00013658825849048595,success,journal + subfield,2019216,0.19411000589566496
age,last,20,ai_use_intro_discussion,english_last,last_senior_20,last_senior_20,-0.001573060461234165,0.00045016000735588,-3.494447386550181,0.0004780592250250848,-0.0024555143363859584,-0.0006906065860823717,success,journal + subfield,2019216,0.19411000589566496
age,last,20,ai_use_intro_discussion,english_last,last_senior_20,log_paper_authors_count,-0.00494794888790829,0.000859471473230179,-5.756966975660351,8.93560780923508e-09,-0.006632780769330387,-0.0032631170064861934,success,journal + subfield,2019216,0.19411000589566496
age,last,20,ai_use_intro_discussion,english_last,last_senior_20,log_paper_ref_count,0.03440437370445419,0.0013299137851307326,25.869627105994834,0.0,0.03179732831141773,0.03701141909749065,success,journal + subfield,2019216,0.19411000589566496
age,last,20,ai_use_intro_discussion,english_last,last_senior_20,log_sentences_count,-0.032001267943598644,0.0015231345901948103,-21.01013800724311,0.0,-0.034987086318247276,-0.029015449568950014,success,journal + subfield,2019216,0.19411000589566496
age,last,20,ai_use_intro_discussion,english_last,last_senior_20,post_gpt,0.08954113860217201,0.0022066251626671448,40.578318473421085,0.0,0.08521546574366849,0.09386681146067553,success,journal + subfield,2019216,0.19411000589566496
age,last,20,ai_use_intro_discussion,english_last,last_senior_20,post_gpt:last_senior_20,-0.01939246407884696,0.001398494201537877,-13.866674640139172,0.0,-0.022133948456309154,-0.016650979701384763,success,journal + subfield,2019216,0.19411000589566496
cit,first,1,ai_use_intro_discussion,english_first,first_cumulative_cits_top1,english_first,0.010009983938307895,0.0008116022265571045,12.333608276028542,0.0,0.008418994729183895,0.011600973147431895,success,journal + subfield,2052933,0.19180493025420098
cit,first,1,ai_use_intro_discussion,english_first,first_cumulative_cits_top1,english_first:first_cumulative_cits_top1,-0.0017705459940856806,0.0016392876928730841,-1.080070326754267,0.2801484785423938,-0.004984052493537539,0.0014429605053661778,success,journal + subfield,2052933,0.19180493025420098
cit,first,1,ai_use_intro_discussion,english_first,first_cumulative_cits_top1,english_first:post_gpt,-0.014435667607687686,0.002157631772933252,-6.690514938080802,2.397593235059503e-11,-0.01866528743335281,-0.01020604778202256,success,journal + subfield,2052933,0.19180493025420098
cit,first,1,ai_use_intro_discussion,english_first,first_cumulative_cits_top1,english_first:post_gpt:first_cumulative_cits_top1,-0.018819612723688137,0.0029817457039994356,-6.311608900264454,2.931990206178625e-10,-0.02466474853552436,-0.012974476911851914,success,journal + subfield,2052933,0.19180493025420098
cit,first,1,ai_use_intro_discussion,english_first,first_cumulative_cits_top1,first_cumulative_cits_top1,-0.0023394060350577692,0.0009103433707903734,-2.5698061963439827,0.010196270307881283,-0.00412395816186634,-0.0005548539082491982,success,journal + subfield,2052933,0.19180493025420098
cit,first,1,ai_use_intro_discussion,english_first,first_cumulative_cits_top1,log_paper_authors_count,-0.00577565785000333,0.0008070394524808679,-7.156599138057938,9.121592370320286e-13,-0.007357702622947358,-0.004193613077059302,success,journal + subfield,2052933,0.19180493025420098
cit,first,1,ai_use_intro_discussion,english_first,first_cumulative_cits_top1,log_paper_ref_count,0.03420378086046647,0.0013282580616317127,25.75085508492866,0.0,0.0315999878029331,0.036807573917999846,success,journal + subfield,2052933,0.19180493025420098
cit,first,1,ai_use_intro_discussion,english_first,first_cumulative_cits_top1,log_sentences_count,-0.031936982924969264,0.0015090560384916256,-21.163550001027012,0.0,-0.034895195451551904,-0.028978770398386623,success,journal + subfield,2052933,0.19180493025420098
cit,first,1,ai_use_intro_discussion,english_first,first_cumulative_cits_top1,post_gpt,0.07666367145577395,0.0016575030380646923,46.25250735304038,0.0,0.07341445729474598,0.07991288561680192,success,journal + subfield,2052933,0.19180493025420098
cit,first,1,ai_use_intro_discussion,english_first,first_cumulative_cits_top1,post_gpt:first_cumulative_cits_top1,-0.008304159464504985,0.002088492115668045,-3.97615073679545,7.075258176736376e-05,-0.012398244363044406,-0.004210074565965563,success,journal + subfield,2052933,0.19180493025420098
cit,first,5,ai_use_intro_discussion,english_first,first_cumulative_cits_top5,english_first,0.009905656642852262,0.0008226153131098739,12.041663320616056,0.0,0.008293078407366254,0.011518234878338269,success,journal + subfield,2052933,0.19185203740782086
cit,first,5,ai_use_intro_discussion,english_first,first_cumulative_cits_top5,english_first:first_cumulative_cits_top5,0.0006015919539423824,0.0008276837009271951,0.7268379856561894,0.46734977860206994,-0.001020921875682173,0.0022241057835669376,success,journal + subfield,2052933,0.19185203740782086
cit,first,5,ai_use_intro_discussion,english_first,first_cumulative_cits_top5,english_first:post_gpt,-0.01394119771025312,0.002176708944000457,-6.4047137531540335,1.6051715512332976e-10,-0.018208214640454655,-0.009674180780051589,success,journal + subfield,2052933,0.19185203740782086
cit,first,5,ai_use_intro_discussion,english_first,first_cumulative_cits_top5,english_first:post_gpt:first_cumulative_cits_top5,-0.010002376170509086,0.0015457441434207052,-6.470913192900087,1.0406142614272085e-10,-0.013032508631679618,-0.006972243709338554,success,journal + subfield,2052933,0.19185203740782086
cit,first,5,ai_use_intro_discussion,english_first,first_cumulative_cits_top5,first_cumulative_cits_top5,-0.0009488593075853377,0.00044427600529997705,-2.1357428631435176,0.03273535309404019,-0.001819776497282386,-7.79421178882893e-05,success,journal + subfield,2052933,0.19185203740782086
cit,first,5,ai_use_intro_discussion,english_first,first_cumulative_cits_top5,log_paper_authors_count,-0.00574880721125951,0.0008064149841228714,-7.128844731862744,1.1146639167236572e-12,-0.0073296278347538425,-0.004167986587765177,success,journal + subfield,2052933,0.19185203740782086
cit,first,5,ai_use_intro_discussion,english_first,first_cumulative_cits_top5,log_paper_ref_count,0.03420511992199264,0.0013271985785282272,25.772420552110436,0.0,0.03160340377618984,0.036806836067795445,success,journal + subfield,2052933,0.19185203740782086
cit,first,5,ai_use_intro_discussion,english_first,first_cumulative_cits_top5,log_sentences_count,-0.0319910850687646,0.0015111504330255154,-21.170020118191925,0.0,-0.03495340325079523,-0.02902876688673397,success,journal + subfield,2052933,0.19185203740782086
cit,first,5,ai_use_intro_discussion,english_first,first_cumulative_cits_top5,post_gpt,0.07705690888021825,0.0016552203491969942,46.55386753648919,0.0,0.0738121694892654,0.0803016482711711,success,journal + subfield,2052933,0.19185203740782086
cit,first,5,ai_use_intro_discussion,english_first,first_cumulative_cits_top5,post_gpt:first_cumulative_cits_top5,-0.00639908528852292,0.0009942716500009408,-6.435952678040116,1.3089551664791088e-10,-0.008348162575804252,-0.004450008001241586,success,journal + subfield,2052933,0.19185203740782086
cit,first,10,ai_use_intro_discussion,english_first,first_cumulative_cits_top10,english_first,0.009671753564228308,0.0008242468919072368,11.734049177727195,0.0,0.008055976934041672,0.011287530194414945,success,journal + subfield,2052933,0.19189157382812305
cit,first,10,ai_use_intro_discussion,english_first,first_cumulative_cits_top10,english_first:first_cumulative_cits_top10,0.0016199562641662528,0.0006619541251493082,2.4472334299614205,0.014420428669392082,0.0003223232173530594,0.002917589310979446,success,journal + subfield,2052933,0.19189157382812305
cit,first,10,ai_use_intro_discussion,english_first,first_cumulative_cits_top10,english_first:post_gpt,-0.013543980588971674,0.002259280108362073,-5.9948213321768025,2.1394468419089208e-09,-0.01797286231843752,-0.00911509885950583,success,journal + subfield,2052933,0.19189157382812305
cit,first,10,ai_use_intro_discussion,english_first,first_cumulative_cits_top10,english_first:post_gpt:first_cumulative_cits_top10,-0.007784234891526294,0.0015558229446664628,-5.0032909710012525,5.774870066588278e-07,-0.010834124893396201,-0.0047343448896563865,success,journal + subfield,2052933,0.19189157382812305
cit,first,10,ai_use_intro_discussion,english_first,first_cumulative_cits_top10,first_cumulative_cits_top10,-6.390845746653209e-05,0.000356827518767051,-0.17910181840054124,0.8578629938279996,-0.0007633998010094711,0.0006355828860764069,success,journal + subfield,2052933,0.19189157382812305
cit,first,10,ai_use_intro_discussion,english_first,first_cumulative_cits_top10,log_paper_authors_count,-0.005712052793015402,0.0008081294369059087,-7.06823997760208,1.7224000004034679e-12,-0.00729623426963225,-0.004127871316398554,success,journal + subfield,2052933,0.19189157382812305
cit,first,10,ai_use_intro_discussion,english_first,first_cumulative_cits_top10,log_paper_ref_count,0.03420811625822267,0.0013280992645986686,25.757198403810456,0.0,0.03160463449156276,0.036811598024882576,success,journal + subfield,2052933,0.19189157382812305
cit,first,10,ai_use_intro_discussion,english_first,first_cumulative_cits_top10,log_sentences_count,-0.03199308536167691,0.0015110540119469742,-21.172694760562674,0.0,-0.034955214528829964,-0.02903095619452385,success,journal + subfield,2052933,0.19189157382812305
cit,first,10,ai_use_intro_discussion,english_first,first_cumulative_cits_top10,post_gpt,0.07763520822729447,0.0016557628926423674,46.887877830985495,0.0,0.07438940528483963,0.08088101116974931,success,journal + subfield,2052933,0.19189157382812305
cit,first,10,ai_use_intro_discussion,english_first,first_cumulative_cits_top10,post_gpt:first_cumulative_cits_top10,-0.006664597691908665,0.0007765342110261713,-8.58249076122681,0.0,-0.008186842838400179,-0.005142352545417152,success,journal + subfield,2052933,0.19189157382812305
cit,first,20,ai_use_intro_discussion,english_first,first_cumulative_cits_top20,english_first,0.00927226870332618,0.0008496826548588786,10.912625614166721,0.0,0.007606630178904029,0.01093790722774833,success,journal + subfield,2052933,0.19189659264848535
cit,first,20,ai_use_intro_discussion,english_first,first_cumulative_cits_top20,english_first:first_cumulative_cits_top20,0.0021207549466495538,0.0006284159783894813,3.3747629270736756,0.0007428516425862508,0.0008888669506049553,0.003352642942694152,success,journal + subfield,2052933,0.19189659264848535
cit,first,20,ai_use_intro_discussion,english_first,first_cumulative_cits_top20,english_first:post_gpt,-0.013325770309601465,0.0024429851662042834,-5.454707827925943,5.074911579860952e-08,-0.018114770278180953,-0.008536770341021977,success,journal + subfield,2052933,0.19189659264848535
cit,first,20,ai_use_intro_discussion,english_first,first_cumulative_cits_top20,english_first:post_gpt:first_cumulative_cits_top20,-0.00503321960272522,0.0015650989552263553,-3.2159114194778065,0.0013062838301611812,-0.008101293429406839,-0.001965145776043601,success,journal + subfield,2052933,0.19189659264848535
cit,first,20,ai_use_intro_discussion,english_first,first_cumulative_cits_top20,first_cumulative_cits_top20,2.916609293632277e-05,0.0002841875907086072,0.10262972026188268,0.9182598256125625,-0.0005279287195093764,0.000586260905382022,success,journal + subfield,2052933,0.19189659264848535
cit,first,20,ai_use_intro_discussion,english_first,first_cumulative_cits_top20,log_paper_authors_count,-0.005684258855400309,0.0008085765542852841,-7.029957553524083,2.263300658000844e-12,-0.007269316819171234,-0.004099200891629384,success,journal + subfield,2052933,0.19189659264848535
cit,first,20,ai_use_intro_discussion,english_first,first_cumulative_cits_top20,log_paper_ref_count,0.034205733115021585,0.0013285364213737134,25.746929150540474,0.0,0.03160139438704611,0.03681007184299706,success,journal + subfield,2052933,0.19189659264848535
cit,first,20,ai_use_intro_discussion,english_first,first_cumulative_cits_top20,log_sentences_count,-0.03198842150724126,0.0015088669152306113,-21.200293534405073,0.0,-0.03494626329424529,-0.029030579720237225,success,journal + subfield,2052933,0.19189659264848535
cit,first,20,ai_use_intro_discussion,english_first,first_cumulative_cits_top20,post_gpt,0.07866671984821187,0.0017034295350141164,46.181376001303136,0.0,0.07532747567165603,0.08200596402476772,success,journal + subfield,2052933,0.19189659264848535
cit,first,20,ai_use_intro_discussion,english_first,first_cumulative_cits_top20,post_gpt:first_cumulative_cits_top20,-0.006478002197403224,0.0006472258389657318,-10.00887450314883,0.0,-0.007746763287461982,-0.005209241107344466,success,journal + subfield,2052933,0.19189659264848535
cit,last,1,ai_use_intro_discussion,english_last,last_cumulative_cits_top1,english_last,0.009551778661089265,0.0008479513278243451,11.264536474749098,0.0,0.007889529854106417,0.011214027468072114,success,journal + subfield,2019216,0.19188931476487714
cit,last,1,ai_use_intro_discussion,english_last,last_cumulative_cits_top1,english_last:last_cumulative_cits_top1,0.0009204634612433081,0.0008753797313955012,1.0515019119484708,0.2930653541687769,-0.0007955535628736295,0.002636480485360246,success,journal + subfield,2019216,0.19188931476487714
cit,last,1,ai_use_intro_discussion,english_last,last_cumulative_cits_top1,english_last:post_gpt,-0.01427673351230069,0.0022672709268362376,-6.296880246342029,3.225475442292236e-10,-0.01872129096456656,-0.009832176060034819,success,journal + subfield,2019216,0.19188931476487714
cit,last,1,ai_use_intro_discussion,english_last,last_cumulative_cits_top1,english_last:post_gpt:last_cumulative_cits_top1,-0.0052389127112798415,0.002262137954440601,-2.3159121224219765,0.020592549971198082,-0.009673407938320104,-0.000804417484239579,success,journal + subfield,2019216,0.19188931476487714
cit,last,1,ai_use_intro_discussion,english_last,last_cumulative_cits_top1,last_cumulative_cits_top1,0.0007573287262178036,0.0006418062440899593,1.1799958837914517,0.23804297226484872,-0.0005008114860157887,0.002015468938451396,success,journal + subfield,2019216,0.19188931476487714
cit,last,1,ai_use_intro_discussion,english_last,last_cumulative_cits_top1,log_paper_authors_count,-0.005376819627197499,0.0008836648355615845,-6.084682122470604,1.2303844609817816e-09,-0.007109078036950493,-0.003644561217444506,success,journal + subfield,2019216,0.19188931476487714
cit,last,1,ai_use_intro_discussion,english_last,last_cumulative_cits_top1,log_paper_ref_count,0.034497906269975655,0.0013429413602261567,25.68831915651631,0.0,0.031865322770623816,0.03713048976932749,success,journal + subfield,2019216,0.19188931476487714
cit,last,1,ai_use_intro_discussion,english_last,last_cumulative_cits_top1,log_sentences_count,-0.03206797947317831,0.001536130393568707,-20.875818620240064,0.0,-0.03507927367166871,-0.029056685274687917,success,journal + subfield,2019216,0.19188931476487714
cit,last,1,ai_use_intro_discussion,english_last,last_cumulative_cits_top1,post_gpt,0.07790581571787605,0.001665162810280768,46.785704819302396,0.0,0.07464157777874425,0.08117005365700786,success,journal + subfield,2019216,0.19188931476487714
cit,last,1,ai_use_intro_discussion,english_last,last_cumulative_cits_top1,post_gpt:last_cumulative_cits_top1,-0.020078567520620618,0.0013853120777298444,-14.49389480060263,0.0,-0.02279421082813647,-0.017362924213104765,success,journal + subfield,2019216,0.19188931476487714
cit,last,5,ai_use_intro_discussion,english_last,last_cumulative_cits_top5,english_last,0.008841580143550859,0.0008821882334433825,10.022328351671785,0.0,0.0071122163340288334,0.010570943953072884,success,journal + subfield,2019216,0.19361728695330538
cit,last,5,ai_use_intro_discussion,english_last,last_cumulative_cits_top5,english_last:last_cumulative_cits_top5,0.0019535039813632278,0.0008105509797476138,2.410093911639589,0.015974694145595603,0.00036457150980118776,0.003542436452925268,success,journal + subfield,2019216,0.19361728695330538
cit,last,5,ai_use_intro_discussion,english_last,last_cumulative_cits_top5,english_last:post_gpt,-0.012272575258540903,0.0026145641282060922,-4.693927804693541,2.7323853408756094e-06,-0.01739793559501416,-0.007147214922067648,success,journal + subfield,2019216,0.19361728695330538
cit,last,5,ai_use_intro_discussion,english_last,last_cumulative_cits_top5,english_last:post_gpt:last_cumulative_cits_top5,-0.00448324115975927,0.002324778784864996,-1.928459253390692,0.05383944962177001,-0.009040531932044477,7.404961252593673e-05,success,journal + subfield,2019216,0.19361728695330538
cit,last,5,ai_use_intro_discussion,english_last,last_cumulative_cits_top5,last_cumulative_cits_top5,0.0006367875700042985,0.0005513430377969822,1.1549752628576386,0.24814098597759293,-0.0004440165713935221,0.0017175917114021192,success,journal + subfield,2019216,0.19361728695330538
