indicator,order,level,english,top,group,ai_post_relative_change,std_error,lower,upper,outcome,eng_var,top_var,model_fe_type,n,r2
pub,last,20,0,0,"Non-English, less-established",0.09432168651390624,0.0025041015268840523,0.08941373770758174,0.09922963532023074,ai_use_intro_discussion,english_last,last_cumulative_pubs_top20,journal + subfield,1950463,0.19495084232055337
pub,last,20,0,1,"Non-English, more-established",0.07061065369554428,0.0013616027802496298,0.0679419612850054,0.07327934610608317,ai_use_intro_discussion,english_last,last_cumulative_pubs_top20,journal + subfield,1950463,0.19495084232055337
pub,last,20,1,0,"English, less-established",0.06977435318528064,0.005677759331097956,0.05864614938344241,0.08090255698711886,ai_use_intro_discussion,english_last,last_cumulative_pubs_top20,journal + subfield,1950463,0.19495084232055337
pub,last,20,1,1,"English, more-established",0.05105421285692112,0.0018392507380484897,0.04744934765180737,0.05465907806203487,ai_use_intro_discussion,english_last,last_cumulative_pubs_top20,journal + subfield,1950463,0.19495084232055337
pub_recent2year,first,5,0,0,"Non-English, less-established",0.07573174300283864,0.0016251705900927774,0.07254646717752308,0.07891701882815419,ai_use_intro_discussion,english_first,first_recent2year_top5,journal + subfield,1978736,0.19353565973160092
pub_recent2year,first,5,0,1,"Non-English, more-established",0.08783499917510673,0.002176047191990411,0.083570025050146,0.09209997330006746,ai_use_intro_discussion,english_first,first_recent2year_top5,journal + subfield,1978736,0.19353565973160092
pub_recent2year,first,5,1,0,"English, less-established",0.05412502239636413,0.0029156702638607466,0.04841041368840267,0.059839631104325594,ai_use_intro_discussion,english_first,first_recent2year_top5,journal + subfield,1978736,0.19353565973160092
pub_recent2year,first,5,1,1,"English, more-established",0.061283282043334844,0.0029624274152755797,0.055477031002580626,0.06708953308408906,ai_use_intro_discussion,english_first,first_recent2year_top5,journal + subfield,1978736,0.19353565973160092
pub_recent2year,first,10,0,0,"Non-English, less-established",0.07499738272469948,0.0016389311623772763,0.07178513667329965,0.07820962877609931,ai_use_intro_discussion,english_first,first_recent2year_top10,journal + subfield,1978736,0.19356175418561827
pub_recent2year,first,10,0,1,"Non-English, more-established",0.08474002935475027,0.0019321057295636748,0.08095317171048198,0.08852688699901855,ai_use_intro_discussion,english_first,first_recent2year_top10,journal + subfield,1978736,0.19356175418561827
pub_recent2year,first,10,1,0,"English, less-established",0.05368089252794664,0.002994566801062936,0.04781164944856396,0.059550135607329316,ai_use_intro_discussion,english_first,first_recent2year_top10,journal + subfield,1978736,0.19356175418561827
pub_recent2year,first,10,1,1,"English, more-established",0.059630335979241,0.0027187252702276597,0.054301732365735864,0.06495893959274614,ai_use_intro_discussion,english_first,first_recent2year_top10,journal + subfield,1978736,0.19356175418561827
pub_recent2year,first,20,0,0,"Non-English, less-established",0.07435268291250416,0.001683656206239254,0.07105277738592788,0.07765258843908043,ai_use_intro_discussion,english_first,first_recent2year_top20,journal + subfield,1978736,0.1934121662016105
pub_recent2year,first,20,0,1,"Non-English, more-established",0.08178512989830808,0.0017728732596854857,0.0783103621601704,0.08525989763644576,ai_use_intro_discussion,english_first,first_recent2year_top20,journal + subfield,1978736,0.1934121662016105
pub_recent2year,first,20,1,0,"English, less-established",0.053238844725160425,0.0030761461241374634,0.04720970911066852,0.05926798033965233,ai_use_intro_discussion,english_first,first_recent2year_top20,journal + subfield,1978736,0.1934121662016105
pub_recent2year,first,20,1,1,"English, more-established",0.05793222332034885,0.0026808226298626935,0.052677907516878016,0.06318653912381968,ai_use_intro_discussion,english_first,first_recent2year_top20,journal + subfield,1978736,0.1934121662016105
pub_recent2year,last,5,0,0,"Non-English, less-established",0.07842963523723522,0.00184033692118546,0.07482264115229238,0.08203662932217805,ai_use_intro_discussion,english_last,last_recent2year_top5,journal + subfield,1950463,0.1923048557365774
pub_recent2year,last,5,0,1,"Non-English, more-established",0.07621669376312161,0.001541566740511117,0.07319527847195502,0.0792381090542882,ai_use_intro_discussion,english_last,last_recent2year_top5,journal + subfield,1950463,0.1923048557365774
pub_recent2year,last,5,1,0,"English, less-established",0.055416484110992176,0.003448280200392424,0.04865797910962046,0.06217498911236389,ai_use_intro_discussion,english_last,last_recent2year_top5,journal + subfield,1950463,0.1923048557365774
pub_recent2year,last,5,1,1,"English, more-established",0.05594416769007167,0.0021628577779806255,0.05170504434154732,0.06018329103859602,ai_use_intro_discussion,english_last,last_recent2year_top5,journal + subfield,1950463,0.1923048557365774
pub_recent2year,last,10,0,0,"Non-English, less-established",0.07928955700973311,0.0019947481696554453,0.07537992243898124,0.08319919158048499,ai_use_intro_discussion,english_last,last_recent2year_top10,journal + subfield,1950463,0.19229369154912224
pub_recent2year,last,10,0,1,"Non-English, more-established",0.07615734999786515,0.0015154478048766955,0.07318712687985654,0.07912757311587376,ai_use_intro_discussion,english_last,last_recent2year_top10,journal + subfield,1950463,0.19229369154912224
pub_recent2year,last,10,1,0,"English, less-established",0.056082988329819373,0.003813370367057024,0.04860891975067532,0.06355705690896343,ai_use_intro_discussion,english_last,last_recent2year_top10,journal + subfield,1950463,0.19229369154912224
pub_recent2year,last,10,1,1,"English, more-established",0.05532590808633605,0.0022601799701631154,0.05089603674623753,0.05975577942643457,ai_use_intro_discussion,english_last,last_recent2year_top10,journal + subfield,1950463,0.19229369154912224
pub_recent2year,last,20,0,0,"Non-English, less-established",0.08130342897543609,0.002340744492994951,0.07671565407215551,0.08589120387871667,ai_use_intro_discussion,english_last,last_recent2year_top20,journal + subfield,1950463,0.1922949834878811
pub_recent2year,last,20,0,1,"Non-English, more-established",0.07611418240181513,0.001501099430283589,0.07317208158124569,0.07905628322238456,ai_use_intro_discussion,english_last,last_recent2year_top20,journal + subfield,1950463,0.1922949834878811
