indicator,order,level,outcome,eng_var,top_var,term,estimate,std_error,t_value,pvalue,lower,upper,status,model_fe_type,n,r2
age,first,20,ai_use_method_results,english_first,first_senior_20,english_first:first_senior_20,-0.00019397070735126238,0.0001495175484862815,-1.2973106455732153,0.19457650630350276,-0.00048708157790767944,9.914016320515469e-05,success,journal + subfield,1454831,0.11831137543149384
age,first,20,ai_use_method_results,english_first,first_senior_20,english_first:post_gpt,-0.00249574746725343,0.00041350028782097465,-6.0356607740354615,1.682269878955367e-09,-0.0033063642180333917,-0.0016851307164734682,success,journal + subfield,1454831,0.11831137543149384
age,first,20,ai_use_method_results,english_first,first_senior_20,english_first:post_gpt:first_senior_20,-0.0010150612258183823,0.0002978546705252588,-3.40790770219701,0.0006591353135871891,-0.0015989688852257576,-0.00043115356641100695,success,journal + subfield,1454831,0.11831137543149384
age,first,20,ai_use_method_results,english_first,first_senior_20,first_senior_20,0.0003779500475597077,9.516087257077397e-05,3.971695901365501,7.223671557876621e-05,0.00019139879331220357,0.0005645013018072118,success,journal + subfield,1454831,0.11831137543149384
age,first,20,ai_use_method_results,english_first,first_senior_20,log_paper_authors_count,-0.0018500438918252187,0.00020802718299564937,-8.893279547336418,0.0,-0.0022578557461832268,-0.0014422320374672104,success,journal + subfield,1454831,0.11831137543149384
age,first,20,ai_use_method_results,english_first,first_senior_20,log_paper_ref_count,0.0003457214237435451,0.00028886456761058885,1.1968287651312208,0.2314227750831579,-0.00022056223822414196,0.0009120050857112322,success,journal + subfield,1454831,0.11831137543149384
age,first,20,ai_use_method_results,english_first,first_senior_20,log_sentences_count,0.007041514445502031,0.0005982547181153387,11.770094296430578,0.0,0.005868709226204579,0.008214319664799482,success,journal + subfield,1454831,0.11831137543149384
age,first,20,ai_use_method_results,english_first,first_senior_20,post_gpt,0.009942118421975756,0.0004449472413754233,22.34448828414494,0.0,0.00906985376413733,0.010814383079814182,success,journal + subfield,1454831,0.11831137543149384
age,first,20,ai_use_method_results,english_first,first_senior_20,post_gpt:first_senior_20,-0.0008998602434932398,0.00022939921680692634,-3.9226822829591717,8.859158265628331e-05,-0.0013495693567309262,-0.00045015113025555345,success,journal + subfield,1454831,0.11831137543149384
age,last,10,ai_use_method_results,english_last,last_senior_10,english_last,0.001888231589132324,0.0004941653234146316,3.821052388064864,0.00013430295000693704,0.0009194788470428496,0.0028569843312217986,success,journal + subfield,1444004,0.11931048044907644
age,last,10,ai_use_method_results,english_last,last_senior_10,english_last:last_senior_10,-2.7796964740196095e-05,0.0003876710234265463,-0.07170245662031768,0.9428412264365389,-0.0007877802115978202,0.000732186282117428,success,journal + subfield,1444004,0.11931048044907644
age,last,10,ai_use_method_results,english_last,last_senior_10,english_last:post_gpt,-0.0010543653069981255,0.0010603739116052213,-0.994333503925988,0.32010290109033357,-0.003133103101486772,0.001024372487490521,success,journal + subfield,1444004,0.11931048044907644
age,last,10,ai_use_method_results,english_last,last_senior_10,english_last:post_gpt:last_senior_10,-0.0016489469525762398,0.0009119474062078715,-1.8081601431742818,0.07063446700293108,-0.003436712116470581,0.00013881821131810188,success,journal + subfield,1444004,0.11931048044907644
age,last,10,ai_use_method_results,english_last,last_senior_10,last_senior_10,0.0008921625038177306,0.00024397089190479772,3.6568399486192398,0.00025765482164463727,0.00041388638988555345,0.001370438617749908,success,journal + subfield,1444004,0.11931048044907644
age,last,10,ai_use_method_results,english_last,last_senior_10,log_paper_authors_count,-0.0015691981661629974,0.0001917036070888107,-8.18554324560014,4.440892098500626e-16,-0.0019450104424119014,-0.0011933858899140933,success,journal + subfield,1444004,0.11931048044907644
age,last,10,ai_use_method_results,english_last,last_senior_10,log_paper_ref_count,0.00034425654542050084,0.00027948342230835167,1.2317601615765443,0.2180896984685099,-0.00020363768936495374,0.0008921507802059554,success,journal + subfield,1444004,0.11931048044907644
age,last,10,ai_use_method_results,english_last,last_senior_10,log_sentences_count,0.006984298831799205,0.0005987320345366687,11.665149731305148,0.0,0.005810555404748706,0.008158042258849703,success,journal + subfield,1444004,0.11931048044907644
age,last,10,ai_use_method_results,english_last,last_senior_10,post_gpt,0.015931292736913547,0.00082566434030516,19.29512025555742,0.0,0.014312675331327218,0.01754991014249988,success,journal + subfield,1444004,0.11931048044907644
age,last,10,ai_use_method_results,english_last,last_senior_10,post_gpt:last_senior_10,-0.007222601308921489,0.0006483763950595646,-11.139519211303131,0.0,-0.008493666640417882,-0.005951535977425095,success,journal + subfield,1444004,0.11931048044907644
age,last,15,ai_use_method_results,english_last,last_senior_15,english_last,0.0020330928097113303,0.00040506328485384737,5.0191979518580645,5.347008962264255e-07,0.0012390140888281082,0.0028271715305945525,success,journal + subfield,1444004,0.11945656996962761
age,last,15,ai_use_method_results,english_last,last_senior_15,english_last:last_senior_15,-0.00021238758467664716,0.0002609790489475138,-0.8138108615736469,0.41578743770599536,-0.000724006181361696,0.0002992310120084017,success,journal + subfield,1444004,0.11945656996962761
age,last,15,ai_use_method_results,english_last,last_senior_15,english_last:post_gpt,-0.002247327285854598,0.0009624144017629431,-2.3350931591817017,0.019573213932691624,-0.004134027032999678,-0.00036062753870951805,success,journal + subfield,1444004,0.11945656996962761
age,last,15,ai_use_method_results,english_last,last_senior_15,english_last:post_gpt:last_senior_15,-0.00031874646922953713,0.0008477335647398015,-0.3759984062060482,0.7069321280735346,-0.0019806279823398757,0.0013431350438808012,success,journal + subfield,1444004,0.11945656996962761
age,last,15,ai_use_method_results,english_last,last_senior_15,last_senior_15,0.0007057869748390779,0.00016149192023589615,4.370416636374832,1.2622114678118024e-05,0.00038920114183728995,0.0010223728078408657,success,journal + subfield,1444004,0.11945656996962761
age,last,15,ai_use_method_results,english_last,last_senior_15,log_paper_authors_count,-0.0015576914103040027,0.00019184459847714858,-8.11954791883049,4.440892098500626e-16,-0.001933780083514797,-0.0011816027370932084,success,journal + subfield,1444004,0.11945656996962761
age,last,15,ai_use_method_results,english_last,last_senior_15,log_paper_ref_count,0.0003239386469418507,0.0002795770331061784,1.1586740274864584,0.2466378100903177,-0.00022413910075474308,0.0008720163946384445,success,journal + subfield,1444004,0.11945656996962761
age,last,15,ai_use_method_results,english_last,last_senior_15,log_sentences_count,0.006997280341713104,0.0005992059321924903,11.67758856476955,0.0,0.005822607894288665,0.008171952789137543,success,journal + subfield,1444004,0.11945656996962761
age,last,15,ai_use_method_results,english_last,last_senior_15,post_gpt,0.0144074847065216,0.0006794387591597524,21.204979127683313,0.0,0.013075525279523102,0.015739444133520096,success,journal + subfield,1444004,0.11945656996962761
age,last,15,ai_use_method_results,english_last,last_senior_15,post_gpt:last_senior_15,-0.006138703203384737,0.0004934037070267017,-12.441542525849986,0.0,-0.007105962886513439,-0.005171443520256035,success,journal + subfield,1444004,0.11945656996962761
age,last,20,ai_use_method_results,english_last,last_senior_20,english_last,0.0018839215622555782,0.0003540409337973377,5.321197021059673,1.0704045827480968e-07,0.001189866133480962,0.0025779769910301946,success,journal + subfield,1444004,0.11934695168786102
age,last,20,ai_use_method_results,english_last,last_senior_20,english_last:last_senior_20,-6.479048206842258e-05,0.0001891127569617545,-0.3426023876407533,0.7319102872536738,-0.00043552370269362274,0.0003059427385567776,success,journal + subfield,1444004,0.11934695168786102
age,last,20,ai_use_method_results,english_last,last_senior_20,english_last:post_gpt,-0.00274346266932789,0.0007263419682405886,-3.7770950726878056,0.00016029060419930907,-0.0041673702971752186,-0.001319555041480561,success,journal + subfield,1444004,0.11934695168786102
age,last,20,ai_use_method_results,english_last,last_senior_20,english_last:post_gpt:last_senior_20,0.0004291609867420918,0.0006055786838906808,0.7086791496438537,0.47855270024403973,-0.0007580044875900595,0.001616326461074243,success,journal + subfield,1444004,0.11934695168786102
age,last,20,ai_use_method_results,english_last,last_senior_20,last_senior_20,0.0006186890495524673,0.0001269251766989002,4.874439143150929,1.120867041848328e-06,0.0003698672339754135,0.0008675108651295211,success,journal + subfield,1444004,0.11934695168786102
age,last,20,ai_use_method_results,english_last,last_senior_20,log_paper_authors_count,-0.0015673893813395938,0.00019289958191395838,-8.125416166213972,6.661338147750939e-16,-0.0019455462249558032,-0.0011892325377233844,success,journal + subfield,1444004,0.11934695168786102
age,last,20,ai_use_method_results,english_last,last_senior_20,log_paper_ref_count,0.0003076128303099757,0.0002808372412531896,1.0953420170961103,0.27341328466857795,-0.00024293540659372137,0.0008581610672136728,success,journal + subfield,1444004,0.11934695168786102
age,last,20,ai_use_method_results,english_last,last_senior_20,log_sentences_count,0.006984107485614029,0.000599384992672281,11.652122710774394,0.0,0.0058090840112709095,0.008159130959957149,success,journal + subfield,1444004,0.11934695168786102
age,last,20,ai_use_method_results,english_last,last_senior_20,post_gpt,0.012950355584875058,0.0005886719007012547,21.999275945476526,0.0,0.011796333861831433,0.014104377307918683,success,journal + subfield,1444004,0.11934695168786102
age,last,20,ai_use_method_results,english_last,last_senior_20,post_gpt:last_senior_20,-0.005253300293445772,0.00039238269083881463,-13.388205994040025,0.0,-0.006022520207688126,-0.0044840803792034175,success,journal + subfield,1444004,0.11934695168786102
cit,first,1,ai_use_method_results,english_first,first_cumulative_cits_top1,english_first,0.0019463628326909055,0.00032274878274114906,6.030581482477433,1.7356645010124794e-09,0.0013136533103771289,0.002579072355004682,success,journal + subfield,1454831,0.1182406815628898
cit,first,1,ai_use_method_results,english_first,first_cumulative_cits_top1,english_first:first_cumulative_cits_top1,-0.0009827145899332214,0.00048132318712370236,-2.0416938477569313,0.041227572535073254,-0.0019262898413008698,-3.913933856557303e-05,success,journal + subfield,1454831,0.1182406815628898
cit,first,1,ai_use_method_results,english_first,first_cumulative_cits_top1,english_first:post_gpt,-0.0027663807714984313,0.0004184882432861489,-6.6104145477914145,4.179034895912537e-11,-0.003586775799032496,-0.0019459857439643666,success,journal + subfield,1454831,0.1182406815628898
cit,first,1,ai_use_method_results,english_first,first_cumulative_cits_top1,english_first:post_gpt:first_cumulative_cits_top1,-0.0027740016489621526,0.0011166546975637543,-2.484207208382584,0.01301235227900488,-0.0049630666371689065,-0.0005849366607553986,success,journal + subfield,1454831,0.1182406815628898
cit,first,1,ai_use_method_results,english_first,first_cumulative_cits_top1,first_cumulative_cits_top1,0.00025534454658229935,0.0002793214040245598,0.9141603289372258,0.360671037217406,-0.0002922309101286654,0.000802920003293264,success,journal + subfield,1454831,0.1182406815628898
cit,first,1,ai_use_method_results,english_first,first_cumulative_cits_top1,log_paper_authors_count,-0.0018545920736768016,0.00020700547929966437,-8.959144849456207,0.0,-0.002260401002874434,-0.001448783144479169,success,journal + subfield,1454831,0.1182406815628898
cit,first,1,ai_use_method_results,english_first,first_cumulative_cits_top1,log_paper_ref_count,0.0003562975983783469,0.00028852594694166314,1.2348892782609477,0.21692230472495155,-0.00020932223917500176,0.0009219174359316957,success,journal + subfield,1454831,0.1182406815628898
cit,first,1,ai_use_method_results,english_first,first_cumulative_cits_top1,log_sentences_count,0.007043414937657107,0.0005988196484686334,11.762164043329728,0.0,0.00586950224148263,0.008217327633831584,success,journal + subfield,1454831,0.1182406815628898
cit,first,1,ai_use_method_results,english_first,first_cumulative_cits_top1,post_gpt,0.009634817713245718,0.0004293194913296397,22.442069153221656,0.0,0.008793189348385157,0.010476446078106279,success,journal + subfield,1454831,0.1182406815628898
cit,first,1,ai_use_method_results,english_first,first_cumulative_cits_top1,post_gpt:first_cumulative_cits_top1,0.0007440044470958206,0.000816979208062606,0.9106773339558559,0.3625036837094022,-0.0008575833887540562,0.0023455922829456973,success,journal + subfield,1454831,0.1182406815628898
cit,first,5,ai_use_method_results,english_first,first_cumulative_cits_top5,english_first,0.0019106328075371023,0.0003288608052449379,5.809852609568505,6.588983803013093e-09,0.0012659414124927791,0.0025553242025814255,success,journal + subfield,1454831,0.11823702145429649
cit,first,5,ai_use_method_results,english_first,first_cumulative_cits_top5,english_first:first_cumulative_cits_top5,6.02437037367234e-05,0.00027021173649834963,0.22294998921000367,0.8235823695915705,-0.0004694733637341852,0.000589960771207632,success,journal + subfield,1454831,0.11823702145429649
cit,first,5,ai_use_method_results,english_first,first_cumulative_cits_top5,english_first:post_gpt,-0.002665368449257705,0.0004413602049026228,-6.038986795027803,1.6481769282705727e-09,-0.0035306011607199052,-0.0018001357377955044,success,journal + subfield,1454831,0.11823702145429649
cit,first,5,ai_use_method_results,english_first,first_cumulative_cits_top5,english_first:post_gpt:first_cumulative_cits_top5,-0.0014306861888605622,0.0006532291423023323,-2.190175079786017,0.028551671913794374,-0.0027112620444139043,-0.0001501103333072201,success,journal + subfield,1454831,0.11823702145429649
cit,first,5,ai_use_method_results,english_first,first_cumulative_cits_top5,first_cumulative_cits_top5,0.00018499172278771249,0.00011299316049490854,1.6371939857018887,0.10164480792814179,-3.6517551373657035e-05,0.000406500996949082,success,journal + subfield,1454831,0.11823702145429649
cit,first,5,ai_use_method_results,english_first,first_cumulative_cits_top5,log_paper_authors_count,-0.0018527017571016281,0.0002073146662066298,-8.93666517184581,0.0,-0.0022591168094224846,-0.0014462867047807717,success,journal + subfield,1454831,0.11823702145429649
cit,first,5,ai_use_method_results,english_first,first_cumulative_cits_top5,log_paper_ref_count,0.0003563133543622782,0.00028915548888386094,1.2322551985357302,0.21790428615168556,-0.00021054062318732846,0.0009231673319118848,success,journal + subfield,1454831,0.11823702145429649
cit,first,5,ai_use_method_results,english_first,first_cumulative_cits_top5,log_sentences_count,0.007042968552682072,0.0005987771645028338,11.762253088809537,0.0,0.0058691391411275365,0.008216797964236607,success,journal + subfield,1454831,0.11823702145429649
cit,first,5,ai_use_method_results,english_first,first_cumulative_cits_top5,post_gpt,0.009661394928484654,0.00043164649966733506,22.38265556637336,0.0,0.008815204748328436,0.010507585108640872,success,journal + subfield,1454831,0.11823702145429649
cit,first,5,ai_use_method_results,english_first,first_cumulative_cits_top5,post_gpt:first_cumulative_cits_top5,-0.00023501016496987092,0.00038698285976444244,-0.6072883049986304,0.5436836410051193,-0.000993642740639575,0.000523622410699833,success,journal + subfield,1454831,0.11823702145429649
cit,first,10,ai_use_method_results,english_first,first_cumulative_cits_top10,english_first,0.0018677791402253576,0.0003238289514927949,5.7677954105561655,8.451040311996394e-09,0.0012329520791587848,0.0025026062012919303,success,journal + subfield,1454831,0.11824759212141
cit,first,10,ai_use_method_results,english_first,first_cumulative_cits_top10,english_first:first_cumulative_cits_top10,0.00021952917763394297,0.00019852956847192716,1.1057757256193566,0.2688699881309964,-0.00016966376483418152,0.0006087221201020675,success,journal + subfield,1454831,0.11824759212141
cit,first,10,ai_use_method_results,english_first,first_cumulative_cits_top10,english_first:post_gpt,-0.0025629151530396094,0.0004671207836131061,-5.486621967911302,4.272440379260445e-08,-0.0034786483290179175,-0.0016471819770613014,success,journal + subfield,1454831,0.11824759212141
cit,first,10,ai_use_method_results,english_first,first_cumulative_cits_top10,english_first:post_gpt:first_cumulative_cits_top10,-0.0011914261422140686,0.0005510560536586621,-2.1620779488833413,0.030653392403139357,-0.00227170415137427,-0.0001111481330538669,success,journal + subfield,1454831,0.11824759212141
cit,first,10,ai_use_method_results,english_first,first_cumulative_cits_top10,first_cumulative_cits_top10,0.00021307162096896134,7.705429878895075e-05,2.7652139376747518,0.0057067377140196385,6.201609051919693e-05,0.00036412715141872576,success,journal + subfield,1454831,0.11824759212141
cit,first,10,ai_use_method_results,english_first,first_cumulative_cits_top10,log_paper_authors_count,-0.0018510365043193995,0.00020736170738634984,-8.92660717183721,0.0,-0.0022575437751208246,-0.0014445292335179747,success,journal + subfield,1454831,0.11824759212141
cit,first,10,ai_use_method_results,english_first,first_cumulative_cits_top10,log_paper_ref_count,0.0003578022814712292,0.0002890767863819148,1.237741314165979,0.21586266480420724,-0.00020889740944718307,0.0009245019723896415,success,journal + subfield,1454831,0.11824759212141
cit,first,10,ai_use_method_results,english_first,first_cumulative_cits_top10,log_sentences_count,0.007042309506595464,0.0005987730302106819,11.761233641598029,0.0,0.005868488199815145,0.008216130813375784,success,journal + subfield,1454831,0.11824759212141
cit,first,10,ai_use_method_results,english_first,first_cumulative_cits_top10,post_gpt,0.009713849383716822,0.00042935847876639655,22.624100522309448,0.0,0.008872144588753947,0.010555554178679698,success,journal + subfield,1454831,0.11824759212141
cit,first,10,ai_use_method_results,english_first,first_cumulative_cits_top10,post_gpt:first_cumulative_cits_top10,-0.00046184559424179537,0.0002953749763608598,-1.563590795442192,0.11796887240228715,-0.0010408921164609339,0.00011720092797734306,success,journal + subfield,1454831,0.11824759212141
cit,first,20,ai_use_method_results,english_first,first_cumulative_cits_top20,english_first,0.0017479565256760016,0.00032077235090405536,5.449211943453394,5.270313852001607e-08,0.0011191215562975222,0.002376791495054481,success,journal + subfield,1454831,0.11824305065377605
cit,first,20,ai_use_method_results,english_first,first_cumulative_cits_top20,english_first:first_cumulative_cits_top20,0.00046399891788873965,0.00017238593080156725,2.6916286945878833,0.0071310418150745125,0.00012605738018648332,0.000801940455590996,success,journal + subfield,1454831,0.11824305065377605
cit,first,20,ai_use_method_results,english_first,first_cumulative_cits_top20,english_first:post_gpt,-0.002434333439676136,0.0005081580231289278,-4.790504781735006,1.7055010552713412e-06,-0.003430515105624291,-0.0014381517737279814,success,journal + subfield,1454831,0.11824305065377605
cit,first,20,ai_use_method_results,english_first,first_cumulative_cits_top20,english_first:post_gpt:first_cumulative_cits_top20,-0.0010123435481149252,0.0004728839860516123,-2.140786277343793,0.0323333179885148,-0.0019393747777400826,-8.53123184897677e-05,success,journal + subfield,1454831,0.11824305065377605
cit,first,20,ai_use_method_results,english_first,first_cumulative_cits_top20,first_cumulative_cits_top20,6.546971813374539e-05,8.004275884956209e-05,0.8179343025493876,0.4134286828665146,-9.144432283105227e-05,0.00022238375909854305,success,journal + subfield,1454831,0.11824305065377605
cit,first,20,ai_use_method_results,english_first,first_cumulative_cits_top20,log_paper_authors_count,-0.0018513410679068419,0.00020728022309524107,-8.931585658590246,0.0,-0.0022576885987195807,-0.001444993537094103,success,journal + subfield,1454831,0.11824305065377605
cit,first,20,ai_use_method_results,english_first,first_cumulative_cits_top20,log_paper_ref_count,0.00035926319002609584,0.00028886297198661606,1.243714926684136,0.21365533473689724,-0.000207017343915908,0.0009255437239680997,success,journal + subfield,1454831,0.11824305065377605
cit,first,20,ai_use_method_results,english_first,first_cumulative_cits_top20,log_sentences_count,0.007041033252212921,0.0005983007269242392,11.768384919753746,0.0,0.0058681378382716524,0.00821392866615419,success,journal + subfield,1454831,0.11824305065377605
cit,first,20,ai_use_method_results,english_first,first_cumulative_cits_top20,post_gpt,0.009751896029302506,0.00043049054771495066,22.652985253835876,0.0,0.008907971951597237,0.010595820107007775,success,journal + subfield,1454831,0.11824305065377605
cit,first,20,ai_use_method_results,english_first,first_cumulative_cits_top20,post_gpt:first_cumulative_cits_top20,-0.00034111575654854686,0.0002112053677065889,-1.6150903750819074,0.10634613362246848,-0.0007551580533987155,7.292654030162171e-05,success,journal + subfield,1454831,0.11824305065377605
cit,last,1,ai_use_method_results,english_last,last_cumulative_cits_top1,english_last,0.0018449497248738266,0.0003191608761057985,5.7806262076503545,7.838528492953856e-09,0.00121927252891294,0.0024706269208347132,success,journal + subfield,1444004,0.11792374250489435
cit,last,1,ai_use_method_results,english_last,last_cumulative_cits_top1,english_last:last_cumulative_cits_top1,-0.0003871194912230124,0.00020739584018320827,-1.8665730753376768,0.06201273649585559,-0.0007936945367707847,1.9455554324759796e-05,success,journal + subfield,1444004,0.11792374250489435
cit,last,1,ai_use_method_results,english_last,last_cumulative_cits_top1,english_last:post_gpt,-0.0025242710586191957,0.00042089703964610437,-5.997359973692462,2.1291932661426927e-09,-0.003349389985372349,-0.0016991521318660422,success,journal + subfield,1444004,0.11792374250489435
cit,last,1,ai_use_method_results,english_last,last_cumulative_cits_top1,english_last:post_gpt:last_cumulative_cits_top1,0.0005894112340412901,0.0005222028175697537,1.1287017499911498,0.25907135664341396,-0.0004343057033430092,0.0016131281714255896,success,journal + subfield,1444004,0.11792374250489435
cit,last,1,ai_use_method_results,english_last,last_cumulative_cits_top1,last_cumulative_cits_top1,0.0006879662973776425,0.0001646901274256126,4.177337816976211,2.9936365434357626e-05,0.000365110756976316,0.0010108218377789689,success,journal + subfield,1444004,0.11792374250489435
cit,last,1,ai_use_method_results,english_last,last_cumulative_cits_top1,log_paper_authors_count,-0.0016496065586944055,0.0001985486407252259,-8.308324613399483,0.0,-0.002038837714801474,-0.001260375402587337,success,journal + subfield,1444004,0.11792374250489435
cit,last,1,ai_use_method_results,english_last,last_cumulative_cits_top1,log_paper_ref_count,0.0003225384337990598,0.00028238599188068985,1.1421899211464237,0.2534232468653823,-0.00023104594575996642,0.000876122813358086,success,journal + subfield,1444004,0.11792374250489435
cit,last,1,ai_use_method_results,english_last,last_cumulative_cits_top1,log_sentences_count,0.006953061755860441,0.0005989651575688847,11.608457800921075,0.0,0.0057788613186435,0.008127262193077382,success,journal + subfield,1444004,0.11792374250489435
cit,last,1,ai_use_method_results,english_last,last_cumulative_cits_top1,post_gpt,0.009670948673607935,0.0004175040930564761,23.16372182799113,0.0,0.008852481217843789,0.010489416129372082,success,journal + subfield,1444004,0.11792374250489435
cit,last,1,ai_use_method_results,english_last,last_cumulative_cits_top1,post_gpt:last_cumulative_cits_top1,-0.0033209677511396407,0.00032603893344755955,-10.185801174183355,0.0,-0.0039601285660320175,-0.002681806936247264,success,journal + subfield,1444004,0.11792374250489435
cit,last,5,ai_use_method_results,english_last,last_cumulative_cits_top5,english_last,0.0016813965545677415,0.00034192906642625023,4.917384099986707,9.017754545315171e-07,0.0010110850110307385,0.0023517080981047445,success,journal + subfield,1444004,0.11856225051496494
cit,last,5,ai_use_method_results,english_last,last_cumulative_cits_top5,english_last:last_cumulative_cits_top5,0.00011778140298291667,0.00019047588544085685,0.6183533559133292,0.5363672404815159,-0.00025562407000274034,0.0004911868759685736,success,journal + subfield,1444004,0.11856225051496494
cit,last,5,ai_use_method_results,english_last,last_cumulative_cits_top5,english_last:post_gpt,-0.0022748496776189312,0.000541261083281825,-4.2028694614913915,2.6759795970887623e-05,-0.003335928093628366,-0.0012137712616094964,success,journal + subfield,1444004,0.11856225051496494
cit,last,5,ai_use_method_results,english_last,last_cumulative_cits_top5,english_last:post_gpt:last_cumulative_cits_top5,0.0007380321292219398,0.0005329930111911849,1.3846938209799664,0.16620051682531023,-0.00030683770813965555,0.0017829019665835351,success,journal + subfield,1444004,0.11856225051496494
cit,last,5,ai_use_method_results,english_last,last_cumulative_cits_top5,last_cumulative_cits_top5,0.0004267627131316831,0.00012525258521879848,3.4072168042375273,0.0006608481317316173,0.00018121981557248562,0.0006723056106908807,success,journal + subfield,1444004,0.11856225051496494
