indicator,order,level,english_a,top_a,group_a,english_b,top_b,group_b,difference_in_post_change,std_error,z_value,pvalue,lower,upper,used_terms,missing_or_absorbed_terms,outcome,eng_var,top_var,model_fe_type,n,r2,pvalue_holm
age,first,15,1,0,"English, less-established",1,1,"English, more-established",0.00858952706163719,0.001515376249933961,5.668247118173797,1.442657949804636e-08,0.005619444188739258,0.011559609934535121,post_gpt:first_senior_15; english_first:post_gpt:first_senior_15,,ai_use_intro_discussion,english_first,first_senior_15,journal + subfield,1978736,0.193184288548908,4.327973849413908e-08
age,first,20,0,0,"Non-English, less-established",0,1,"Non-English, more-established",0.0034917814113405057,0.0009403281560879782,3.7133647320178835,0.00020452180158558,0.00164877209175911,0.005334790730921902,post_gpt:first_senior_20,,ai_use_intro_discussion,english_first,first_senior_20,journal + subfield,1978736,0.19322354752678372,0.00020452180158558
age,first,20,0,0,"Non-English, less-established",1,0,"English, less-established",0.020686496075610482,0.0025883256630556658,7.992230796486751,1.3251865335278356e-15,0.01561347099576062,0.025759521155460343,english_first:post_gpt,,ai_use_intro_discussion,english_first,first_senior_20,journal + subfield,1978736,0.19322354752678372,5.3007461341113426e-15
age,first,20,0,0,"Non-English, less-established",1,1,"English, more-established",0.030201917135363236,0.001811382648450706,16.67340534657061,2.0459888725801666e-62,0.026651672382179074,0.0337521618885474,post_gpt:first_senior_20; english_first:post_gpt; english_first:post_gpt:first_senior_20,,ai_use_intro_discussion,english_first,first_senior_20,journal + subfield,1978736,0.19322354752678372,1.2275933235481e-61
age,first,20,0,1,"Non-English, more-established",1,0,"English, less-established",0.017194714664269976,0.003275099182953063,5.250135554296708,1.5198732375117447e-07,0.010775638219885416,0.023613791108654535,english_first:post_gpt; post_gpt:first_senior_20,,ai_use_intro_discussion,english_first,first_senior_20,journal + subfield,1978736,0.19322354752678372,3.0397464750234894e-07
age,first,20,0,1,"Non-English, more-established",1,1,"English, more-established",0.02671013572402273,0.002400912604132277,11.124992920629921,9.48134007979317e-29,0.022004433489895194,0.03141583795815026,english_first:post_gpt; english_first:post_gpt:first_senior_20,,ai_use_intro_discussion,english_first,first_senior_20,journal + subfield,1978736,0.19322354752678372,4.740670039896586e-28
age,first,20,1,0,"English, less-established",1,1,"English, more-established",0.009515421059752754,0.0013996431942360796,6.798461992984032,1.0574190016789011e-11,0.006772170807843439,0.01225867131166207,post_gpt:first_senior_20; english_first:post_gpt:first_senior_20,,ai_use_intro_discussion,english_first,first_senior_20,journal + subfield,1978736,0.19322354752678372,3.172257005036703e-11
age,last,10,0,0,"Non-English, less-established",0,1,"Non-English, more-established",0.025096369700349938,0.0023242942175340157,10.79741519426753,3.540298507404902e-27,0.020540836744508562,0.029651902656191314,post_gpt:last_senior_10,,ai_use_intro_discussion,english_last,last_senior_10,journal + subfield,1950463,0.19440452491236293,1.416119402961961e-26
age,last,10,0,0,"Non-English, less-established",1,0,"English, less-established",0.018249691287133232,0.005892147063766868,3.09729052748153,0.0019529836719131756,0.006701295250536742,0.029798087323729724,english_last:post_gpt,,ai_use_intro_discussion,english_last,last_senior_10,journal + subfield,1950463,0.19440452491236293,0.0039059673438263513
age,last,10,0,0,"Non-English, less-established",1,1,"English, more-established",0.04714213801147703,0.0025963408677077424,18.157145156790556,1.1273678680142902e-73,0.04205340341918038,0.052230872603773675,post_gpt:last_senior_10; english_last:post_gpt:last_senior_10; english_last:post_gpt,,ai_use_intro_discussion,english_last,last_senior_10,journal + subfield,1950463,0.19440452491236293,6.76420720808574e-73
age,last,10,0,1,"Non-English, more-established",1,0,"English, less-established",-0.006846678413216706,0.0067532114773104016,-1.01384036857432,0.3106589292604228,-0.020082729688727624,0.006389372862294214,english_last:post_gpt; post_gpt:last_senior_10,,ai_use_intro_discussion,english_last,last_senior_10,journal + subfield,1950463,0.19440452491236293,0.3106589292604228
age,last,10,0,1,"Non-English, more-established",1,1,"English, more-established",0.022045768311127086,0.001839750357024946,11.983021624073617,4.3613230004504644e-33,0.018439923870813488,0.025651612751440685,english_last:post_gpt:last_senior_10; english_last:post_gpt,,ai_use_intro_discussion,english_last,last_senior_10,journal + subfield,1950463,0.19440452491236293,2.1806615002252322e-32
age,last,10,1,0,"English, less-established",1,1,"English, more-established",0.028892446724343792,0.005503825318753199,5.249521024204471,1.5249519551791627e-07,0.01810514732238784,0.03967974612629974,post_gpt:last_senior_10; english_last:post_gpt:last_senior_10,,ai_use_intro_discussion,english_last,last_senior_10,journal + subfield,1950463,0.19440452491236293,4.574855865537488e-07
age,last,15,0,0,"Non-English, less-established",0,1,"Non-English, more-established",0.022378585858042865,0.0019121194896886701,11.703549897755883,1.2223096217082438e-31,0.018630900524115965,0.026126271191969766,post_gpt:last_senior_15,,ai_use_intro_discussion,english_last,last_senior_15,journal + subfield,1950463,0.1950674112439459,4.889238486832975e-31
age,last,15,0,0,"Non-English, less-established",1,0,"English, less-established",0.019085992249622933,0.004779754547620349,3.993090452547421,6.521767552887647e-05,0.00971784548134551,0.028454139017900358,english_last:post_gpt,,ai_use_intro_discussion,english_last,last_senior_15,journal + subfield,1950463,0.1950674112439459,0.00013043535105775294
age,last,15,0,0,"Non-English, less-established",1,1,"English, more-established",0.04454233039665146,0.002343719074359272,19.00497840545522,1.5510983600635502e-80,0.03994872542102773,0.04913593537227519,english_last:post_gpt:last_senior_15; english_last:post_gpt; post_gpt:last_senior_15,,ai_use_intro_discussion,english_last,last_senior_15,journal + subfield,1950463,0.1950674112439459,9.306590160381302e-80
age,last,15,0,1,"Non-English, more-established",1,0,"English, less-established",-0.0032925936084199324,0.005497389090490913,-0.5989377055583137,0.5492144263221203,-0.014067278234785525,0.00748209101794566,english_last:post_gpt; post_gpt:last_senior_15,,ai_use_intro_discussion,english_last,last_senior_15,journal + subfield,1950463,0.1950674112439459,0.5492144263221203
age,last,15,0,1,"Non-English, more-established",1,1,"English, more-established",0.022163744538608594,0.0016788326781137551,13.20187820236533,8.557445373941678e-40,0.018873292953436708,0.02545419612378048,english_last:post_gpt:last_senior_15; english_last:post_gpt,,ai_use_intro_discussion,english_last,last_senior_15,journal + subfield,1950463,0.1950674112439459,4.278722686970839e-39
age,last,15,1,0,"English, less-established",1,1,"English, more-established",0.025456338147028527,0.004477745628250504,5.685079113566027,1.3075211690534355e-08,0.016680117983725862,0.03423255831033119,english_last:post_gpt:last_senior_15; post_gpt:last_senior_15,,ai_use_intro_discussion,english_last,last_senior_15,journal + subfield,1950463,0.1950674112439459,3.9225635071603066e-08
age,last,20,0,0,"Non-English, less-established",0,1,"Non-English, more-established",0.0206871659218846,0.0015844400449456341,13.056452333350629,5.8385857394553864e-39,0.01758172049812813,0.02379261134564107,post_gpt:last_senior_20,,ai_use_intro_discussion,english_last,last_senior_20,journal + subfield,1950463,0.1952247784772132,2.919292869727693e-38
age,last,20,0,0,"Non-English, less-established",1,0,"English, less-established",0.021581653518959496,0.003883186752527834,5.557717126252172,2.733258716811658e-08,0.013970747338761889,0.029192559699157104,english_last:post_gpt,,ai_use_intro_discussion,english_last,last_senior_20,journal + subfield,1950463,0.1952247784772132,5.466517433623316e-08
age,last,20,0,0,"Non-English, less-established",1,1,"English, more-established",0.041739229260713315,0.00205593140070387,20.30185892701646,1.238114975651635e-91,0.03770967776064874,0.04576878076077789,english_last:post_gpt:last_senior_20; english_last:post_gpt; post_gpt:last_senior_20,,ai_use_intro_discussion,english_last,last_senior_20,journal + subfield,1950463,0.1952247784772132,7.428689853909811e-91
age,last,20,0,1,"Non-English, more-established",1,0,"English, less-established",0.0008944875970748958,0.004477060264374772,0.19979351276385204,0.8416420751054577,-0.00788038927771503,0.009669364471864821,english_last:post_gpt; post_gpt:last_senior_20,,ai_use_intro_discussion,english_last,last_senior_20,journal + subfield,1950463,0.1952247784772132,0.8416420751054577
age,last,20,0,1,"Non-English, more-established",1,1,"English, more-established",0.021052063338828718,0.0016502075984416427,12.757221187630591,2.8415808132742936e-37,0.017817715878868764,0.024286410798788672,english_last:post_gpt:last_senior_20; english_last:post_gpt,,ai_use_intro_discussion,english_last,last_senior_20,journal + subfield,1950463,0.1952247784772132,1.1366323253097175e-36
age,last,20,1,0,"English, less-established",1,1,"English, more-established",0.020157575741753822,0.0034667486914258306,5.814547732175897,6.079803622865541e-09,0.013362873163107834,0.02695227832039981,english_last:post_gpt:last_senior_20; post_gpt:last_senior_20,,ai_use_intro_discussion,english_last,last_senior_20,journal + subfield,1950463,0.1952247784772132,1.8239410868596623e-08
cit,first,1,0,0,"Non-English, less-established",0,1,"Non-English, more-established",0.008362438437536696,0.0019542749945841713,4.279048987840142,1.8769355331666695e-05,0.004532129832264511,0.012192747042808882,post_gpt:first_cumulative_cits_top1,,ai_use_intro_discussion,english_first,first_cumulative_cits_top1,journal + subfield,1978736,0.1931222696617737,3.753871066333339e-05
cit,first,1,0,0,"Non-English, less-established",1,0,"English, less-established",0.02197052837500832,0.002553833286047001,8.602961084047822,7.768532226305658e-18,0.01696510711183662,0.02697594963818002,english_first:post_gpt,,ai_use_intro_discussion,english_first,first_cumulative_cits_top1,journal + subfield,1978736,0.1931222696617737,2.3305596678916975e-17
cit,first,1,0,0,"Non-English, less-established",1,1,"English, more-established",0.046808733408162086,0.002122516838135428,22.05340969133713,8.859109949802964e-108,0.04264867684883682,0.050968789967487355,post_gpt:first_cumulative_cits_top1; english_first:post_gpt; english_first:post_gpt:first_cumulative_cits_top1,,ai_use_intro_discussion,english_first,first_cumulative_cits_top1,journal + subfield,1978736,0.1931222696617737,5.315465969881779e-107
cit,first,1,0,1,"Non-English, more-established",1,0,"English, less-established",0.013608089937471623,0.0034742855736356357,3.9168023609618126,8.973125346603685e-05,0.0067986153411386955,0.020417564533804552,english_first:post_gpt; post_gpt:first_cumulative_cits_top1,,ai_use_intro_discussion,english_first,first_cumulative_cits_top1,journal + subfield,1978736,0.1931222696617737,8.973125346603685e-05
cit,first,1,0,1,"Non-English, more-established",1,1,"English, more-established",0.03844629497062539,0.003163784649957356,12.151994912530979,5.598269110695688e-34,0.03224539100186831,0.044647198939382474,english_first:post_gpt; english_first:post_gpt:first_cumulative_cits_top1,,ai_use_intro_discussion,english_first,first_cumulative_cits_top1,journal + subfield,1978736,0.1931222696617737,2.799134555347844e-33
cit,first,1,1,0,"English, less-established",1,1,"English, more-established",0.024838205033153767,0.002844424447686729,8.732242845597044,2.4967143319513705e-18,0.01926323555894254,0.03041317450736499,post_gpt:first_cumulative_cits_top1; english_first:post_gpt:first_cumulative_cits_top1,,ai_use_intro_discussion,english_first,first_cumulative_cits_top1,journal + subfield,1978736,0.1931222696617737,9.986857327805482e-18
cit,first,5,0,0,"Non-English, less-established",0,1,"Non-English, more-established",0.005396114633840475,0.001034957887659616,5.213849469801023,1.8496157840277088e-07,0.0033676344485119767,0.007424594819168974,post_gpt:first_cumulative_cits_top5,,ai_use_intro_discussion,english_first,first_cumulative_cits_top5,journal + subfield,1978736,0.19316631840872367,1.8899129949615834e-07
cit,first,5,0,0,"Non-English, less-established",1,0,"English, less-established",0.021263780054703023,0.0026204455015152004,8.11456679500025,4.875208201189594e-16,0.01612780124828323,0.026399758861122814,english_first:post_gpt,,ai_use_intro_discussion,english_first,first_cumulative_cits_top5,journal + subfield,1978736,0.19316631840872367,1.9500832804758375e-15
cit,first,5,0,0,"Non-English, less-established",1,1,"English, more-established",0.036861293054548966,0.0017107901481096786,21.54635569726568,5.728204102131026e-103,0.033508205979148054,0.04021438012994988,post_gpt:first_cumulative_cits_top5; english_first:post_gpt; english_first:post_gpt:first_cumulative_cits_top5,,ai_use_intro_discussion,english_first,first_cumulative_cits_top5,journal + subfield,1978736,0.19316631840872367,3.4369224612786156e-102
cit,first,5,0,1,"Non-English, more-established",1,0,"English, less-established",0.01586766542086255,0.0029731417438222663,5.337002668585556,9.449564974807917e-08,0.010040414682038295,0.021694916159686804,post_gpt:first_cumulative_cits_top5; english_first:post_gpt,,ai_use_intro_discussion,english_first,first_cumulative_cits_top5,journal + subfield,1978736,0.19316631840872367,1.8899129949615834e-07
cit,first,5,0,1,"Non-English, more-established",1,1,"English, more-established",0.03146517842070849,0.00207051397345041,15.19679597635041,3.713447600213273e-52,0.027407045603258767,0.03552331123815822,english_first:post_gpt; english_first:post_gpt:first_cumulative_cits_top5,,ai_use_intro_discussion,english_first,first_cumulative_cits_top5,journal + subfield,1978736,0.19316631840872367,1.8567238001066367e-51
cit,first,5,1,0,"English, less-established",1,1,"English, more-established",0.015597512999845941,0.0020044818937933,7.781318977308926,7.177227511084262e-15,0.01166880068034843,0.019526225319343452,post_gpt:first_cumulative_cits_top5; english_first:post_gpt:first_cumulative_cits_top5,,ai_use_intro_discussion,english_first,first_cumulative_cits_top5,journal + subfield,1978736,0.19316631840872367,2.1531682533252785e-14
cit,first,10,0,0,"Non-English, less-established",0,1,"Non-English, more-established",0.005961631388092021,0.0008247706480092435,7.228229329549573,4.893319217778457e-13,0.004345110622488142,0.007578152153695901,post_gpt:first_cumulative_cits_top10,,ai_use_intro_discussion,english_first,first_cumulative_cits_top10,journal + subfield,1978736,0.19319315378897894,1.4679957653335369e-12
cit,first,10,0,0,"Non-English, less-established",1,0,"English, less-established",0.020792651948771543,0.002746684105019416,7.570092210740253,3.7295939792502585e-14,0.015409250026024855,0.02617605387151823,english_first:post_gpt,,ai_use_intro_discussion,english_first,first_cumulative_cits_top10,journal + subfield,1978736,0.19319315378897894,1.4918375917001034e-13
cit,first,10,0,0,"Non-English, less-established",1,1,"English, more-established",0.03437872037209806,0.0015602264641422772,22.034442539081983,1.346930947669961e-107,0.03132073269465292,0.0374367080495432,english_first:post_gpt; english_first:post_gpt:first_cumulative_cits_top10; post_gpt:first_cumulative_cits_top10,,ai_use_intro_discussion,english_first,first_cumulative_cits_top10,journal + subfield,1978736,0.19319315378897894,8.081585686019766e-107
cit,first,10,0,1,"Non-English, more-established",1,0,"English, less-established",0.01483102056067952,0.0029769241444700433,4.981994784190164,6.293213164888264e-07,0.008996356452810522,0.02066568466854852,english_first:post_gpt; post_gpt:first_cumulative_cits_top10,,ai_use_intro_discussion,english_first,first_cumulative_cits_top10,journal + subfield,1978736,0.19319315378897894,6.293213164888264e-07
cit,first,10,0,1,"Non-English, more-established",1,1,"English, more-established",0.028417088984006036,0.001805376552220495,15.740255931126875,8.011897852090172e-56,0.02487861596312077,0.0319555620048913,english_first:post_gpt; english_first:post_gpt:first_cumulative_cits_top10,,ai_use_intro_discussion,english_first,first_cumulative_cits_top10,journal + subfield,1978736,0.19319315378897894,4.005948926045086e-55
cit,first,10,1,0,"English, less-established",1,1,"English, more-established",0.013586068423326516,0.002030923776931429,6.689600357062159,2.2378087718621612e-11,0.009605530965194856,0.017566605881458176,english_first:post_gpt:first_cumulative_cits_top10; post_gpt:first_cumulative_cits_top10,,ai_use_intro_discussion,english_first,first_cumulative_cits_top10,journal + subfield,1978736,0.19319315378897894,4.4756175437243224e-11
cit,first,20,0,0,"Non-English, less-established",0,1,"Non-English, more-established",0.0054660376511776266,0.0006521836483935546,8.381132622140187,5.24207931839314e-17,0.004187781189020325,0.006744294113334928,post_gpt:first_cumulative_cits_top20,,ai_use_intro_discussion,english_first,first_cumulative_cits_top20,journal + subfield,1978736,0.193190347818894,2.096831727357256e-16
cit,first,20,0,0,"Non-English, less-established",1,0,"English, less-established",0.020179374244242144,0.003043245434189609,6.630873086191204,3.337070707691048e-11,0.01421472279711455,0.026144025691369737,english_first:post_gpt,,ai_use_intro_discussion,english_first,first_cumulative_cits_top20,journal + subfield,1978736,0.193190347818894,1.0011212123073144e-10
cit,first,20,0,0,"Non-English, less-established",1,1,"English, more-established",0.03168880680173989,0.001575544570685708,20.11292310692823,5.687152039469208e-90,0.02860079618715828,0.0347768174163215,english_first:post_gpt:first_cumulative_cits_top20; english_first:post_gpt; post_gpt:first_cumulative_cits_top20,,ai_use_intro_discussion,english_first,first_cumulative_cits_top20,journal + subfield,1978736,0.193190347818894,3.412291223681525e-89
cit,first,20,0,1,"Non-English, more-established",1,0,"English, less-established",0.014713336593064518,0.003210275917125661,4.583200003019737,4.579136700235903e-06,0.008421311415061932,0.021005361771067106,english_first:post_gpt; post_gpt:first_cumulative_cits_top20,,ai_use_intro_discussion,english_first,first_cumulative_cits_top20,journal + subfield,1978736,0.193190347818894,4.579136700235903e-06
cit,first,20,0,1,"Non-English, more-established",1,1,"English, more-established",0.026222769150562264,0.001720652223779587,15.240017005273323,1.9182043060954236e-52,0.02285035276203552,0.02959518553908901,english_first:post_gpt:first_cumulative_cits_top20; english_first:post_gpt,,ai_use_intro_discussion,english_first,first_cumulative_cits_top20,journal + subfield,1978736,0.193190347818894,9.591021530477118e-52
cit,first,20,1,0,"English, less-established",1,1,"English, more-established",0.011509432557497746,0.002268415278971333,5.0737766863909375,3.8999671349886854e-07,0.007063420308733553,0.01595544480626194,english_first:post_gpt:first_cumulative_cits_top20; post_gpt:first_cumulative_cits_top20,,ai_use_intro_discussion,english_first,first_cumulative_cits_top20,journal + subfield,1978736,0.193190347818894,7.799934269977371e-07
cit,last,1,0,0,"Non-English, less-established",0,1,"Non-English, more-established",0.02071476151101566,0.0013705098539720263,15.114638870329838,1.2968006348453108e-51,0.01802861155677324,0.02340091146525808,post_gpt:last_cumulative_cits_top1,,ai_use_intro_discussion,english_last,last_cumulative_cits_top1,journal + subfield,1950463,0.19301706133096264,6.484003174226554e-51
cit,last,1,0,0,"Non-English, less-established",1,0,"English, less-established",0.02051199288697592,0.0026317831508697975,7.793952507142071,6.494496581878659e-15,0.015353792696151773,0.025670193077800066,english_last:post_gpt,,ai_use_intro_discussion,english_last,last_cumulative_cits_top1,journal + subfield,1950463,0.19301706133096264,1.2988993163757318e-14
cit,last,1,0,0,"Non-English, less-established",1,1,"English, more-established",0.04081952411453088,0.0015723245054531055,25.961259252120918,1.3569340637169665e-148,0.03773782471183304,0.04390122351722872,english_last:post_gpt:last_cumulative_cits_top1; english_last:post_gpt; post_gpt:last_cumulative_cits_top1,,ai_use_intro_discussion,english_last,last_cumulative_cits_top1,journal + subfield,1950463,0.19301706133096264,8.141604382301798e-148
cit,last,1,0,1,"Non-English, more-established",1,0,"English, less-established",-0.00020276862403973903,0.0028094453873230866,-0.07217389772183552,0.9424635175874966,-0.005709180399725172,0.005303643151645694,english_last:post_gpt; post_gpt:last_cumulative_cits_top1,,ai_use_intro_discussion,english_last,last_cumulative_cits_top1,journal + subfield,1950463,0.19301706133096264,0.9424635175874966
cit,last,1,0,1,"Non-English, more-established",1,1,"English, more-established",0.020104762603515222,0.0013873334822791517,14.491658177590104,1.3680004405568253e-47,0.01738563894370155,0.022823886263328895,english_last:post_gpt:last_cumulative_cits_top1; english_last:post_gpt,,ai_use_intro_discussion,english_last,last_cumulative_cits_top1,journal + subfield,1950463,0.19301706133096264,5.472001762227301e-47
cit,last,1,1,0,"English, less-established",1,1,"English, more-established",0.02030753122755496,0.0024389372860952525,8.326385161000754,8.334831947560833e-17,0.015527301986256403,0.02508776046885352,english_last:post_gpt:last_cumulative_cits_top1; post_gpt:last_cumulative_cits_top1,,ai_use_intro_discussion,english_last,last_cumulative_cits_top1,journal + subfield,1950463,0.19301706133096264,2.50044958426825e-16
cit,last,5,0,0,"Non-English, less-established",0,1,"Non-English, more-established",0.02223564216384546,0.0013723842096767876,16.202199068642894,4.865556413492359e-59,0.01954581853992749,0.02492546578776343,post_gpt:last_cumulative_cits_top5,,ai_use_intro_discussion,english_last,last_cumulative_cits_top5,journal + subfield,1950463,0.19466084700336195,2.4327782067461795e-58
cit,last,5,0,0,"Non-English, less-established",1,0,"English, less-established",0.018840514507570013,0.0032229372178037793,5.845759080720967,5.042634246036978e-09,0.012523673636240882,0.025157355378899144,english_last:post_gpt,,ai_use_intro_discussion,english_last,last_cumulative_cits_top5,journal + subfield,1950463,0.19466084700336195,1.0085268492073956e-08
cit,last,5,0,0,"Non-English, less-established",1,1,"English, more-established",0.039966819303912174,0.0017049941610017513,23.441030015275885,1.6319264941790504e-121,0.036625092154497656,0.04330854645332669,english_last:post_gpt:last_cumulative_cits_top5; english_last:post_gpt; post_gpt:last_cumulative_cits_top5,,ai_use_intro_discussion,english_last,last_cumulative_cits_top5,journal + subfield,1950463,0.19466084700336195,9.791558965074302e-121
cit,last,5,0,1,"Non-English, more-established",1,0,"English, less-established",-0.0033951276562754484,0.003277559893916016,-1.0358705153116097,0.30026255467335194,-0.00981902700552376,0.0030287716929728635,english_last:post_gpt; post_gpt:last_cumulative_cits_top5,,ai_use_intro_discussion,english_last,last_cumulative_cits_top5,journal + subfield,1950463,0.19466084700336195,0.30026255467335194
cit,last,5,0,1,"Non-English, more-established",1,1,"English, more-established",0.017731177140066712,0.0011170326828206956,15.873463160712992,9.675178721133275e-57,0.015541833312183995,0.01992052096794943,english_last:post_gpt:last_cumulative_cits_top5; english_last:post_gpt,,ai_use_intro_discussion,english_last,last_cumulative_cits_top5,journal + subfield,1950463,0.19466084700336195,3.87007148845331e-56
cit,last,5,1,0,"English, less-established",1,1,"English, more-established",0.02112630479634216,0.002895113232926495,7.297229191615022,2.9375417467490153e-13,0.01545198712864091,0.02680062246404341,english_last:post_gpt:last_cumulative_cits_top5; post_gpt:last_cumulative_cits_top5,,ai_use_intro_discussion,english_last,last_cumulative_cits_top5,journal + subfield,1950463,0.19466084700336195,8.812625240247046e-13
cit,last,10,0,0,"Non-English, less-established",0,1,"Non-English, more-established",0.022392934289564896,0.0013942744153433407,16.060636301678553,4.815854859792357e-58,0.01966020665092631,0.025125661928203483,post_gpt:last_cumulative_cits_top10,,ai_use_intro_discussion,english_last,last_cumulative_cits_top10,journal + subfield,1950463,0.1953043219056797,1.9263419439169428e-57
cit,last,10,0,0,"Non-English, less-established",1,0,"English, less-established",0.017505591174464503,0.003963015737414229,4.417239883555566,9.996926371879697e-06,0.00973822305896717,0.025272959289961837,english_last:post_gpt,,ai_use_intro_discussion,english_last,last_cumulative_cits_top10,journal + subfield,1950463,0.1953043219056797,1.9993852743759394e-05
cit,last,10,0,0,"Non-English, less-established",1,1,"English, more-established",0.04097130639654734,0.001872055506482465,21.885732690443124,3.552561512562369e-106,0.03730214502678182,0.044640467766312864,post_gpt:last_cumulative_cits_top10; english_last:post_gpt; english_last:post_gpt:last_cumulative_cits_top10,,ai_use_intro_discussion,english_last,last_cumulative_cits_top10,journal + subfield,1950463,0.1953043219056797,2.1315369075374216e-105
cit,last,10,0,1,"Non-English, more-established",1,0,"English, less-established",-0.004887343115100393,0.004043551202291773,-1.2086759560087634,0.22678736250857168,-0.012812557841235903,0.003037871611035116,english_last:post_gpt; post_gpt:last_cumulative_cits_top10,,ai_use_intro_discussion,english_last,last_cumulative_cits_top10,journal + subfield,1950463,0.1953043219056797,0.22678736250857168
cit,last,10,0,1,"Non-English, more-established",1,1,"English, more-established",0.018578372106982446,0.0010758671618754836,17.26827694470763,8.15408130444705e-67,0.016469711217557175,0.020687032996407718,english_last:post_gpt; english_last:post_gpt:last_cumulative_cits_top10,,ai_use_intro_discussion,english_last,last_cumulative_cits_top10,journal + subfield,1950463,0.1953043219056797,4.077040652223525e-66
cit,last,10,1,0,"English, less-established",1,1,"English, more-established",0.02346571522208284,0.0036485518717155937,6.4315147617865644,1.2633850988819406e-10,0.016314684957794073,0.030616745486371607,post_gpt:last_cumulative_cits_top10; english_last:post_gpt:last_cumulative_cits_top10,,ai_use_intro_discussion,english_last,last_cumulative_cits_top10,journal + subfield,1950463,0.1953043219056797,3.790155296645822e-10
cit,last,20,0,0,"Non-English, less-established",0,1,"Non-English, more-established",0.024061028211856062,0.001557865137656364,15.444872364274882,8.168917366150397e-54,0.021007668649279054,0.02711438777443307,post_gpt:last_cumulative_cits_top20,,ai_use_intro_discussion,english_last,last_cumulative_cits_top20,journal + subfield,1950463,0.19552824365686006,4.0844586830751984e-53
