indicator,order,level,english_a,top_a,group_a,english_b,top_b,group_b,difference_in_post_change,std_error,z_value,pvalue,lower,upper,used_terms,missing_or_absorbed_terms,outcome,eng_var,top_var,model_fe_type,n,r2,pvalue_holm
age,first,20,0,0,"Non-English, less-established",1,1,"English, more-established",0.0044106689365650525,0.00039609699620847354,11.135325384400623,8.443608668163216e-29,0.003634333089611946,0.005187004783518159,post_gpt:first_senior_20; english_first:post_gpt; english_first:post_gpt:first_senior_20,,ai_use_method_results,english_first,first_senior_20,journal + subfield,1454831,0.11831137543149384,5.06616520089793e-28
age,first,20,0,1,"Non-English, more-established",1,0,"English, less-established",0.00159588722376019,0.00053508483403729,2.9824938444227573,0.0028591039779191176,0.0005471402203735096,0.0026446342271468706,english_first:post_gpt; post_gpt:first_senior_20,,ai_use_method_results,english_first,first_senior_20,journal + subfield,1454831,0.11831137543149384,0.0028591039779191176
age,first,20,0,1,"Non-English, more-established",1,1,"English, more-established",0.0035108086930718124,0.0004742426316668475,7.402979948749385,1.331618631840704e-13,0.0025813102150712966,0.004440307171072328,english_first:post_gpt; english_first:post_gpt:first_senior_20,,ai_use_method_results,english_first,first_senior_20,journal + subfield,1454831,0.11831137543149384,6.658093159203519e-13
age,first,20,1,0,"English, less-established",1,1,"English, more-established",0.001914921469311622,0.0002888138715260104,6.630296042200887,3.350142839995155e-11,0.0013488566828850634,0.0024809862557381808,post_gpt:first_senior_20; english_first:post_gpt:first_senior_20,,ai_use_method_results,english_first,first_senior_20,journal + subfield,1454831,0.11831137543149384,1.340057135998062e-10
age,last,10,0,0,"Non-English, less-established",0,1,"Non-English, more-established",0.007222601308921489,0.0006483763950595646,11.139519211303131,8.055303148546232e-29,0.0059518069261788285,0.008493395691664149,post_gpt:last_senior_10,,ai_use_method_results,english_last,last_senior_10,journal + subfield,1444004,0.11931048044907644,4.027651574273116e-28
age,last,10,0,0,"Non-English, less-established",1,0,"English, less-established",0.0010543653069981255,0.0010603739116052213,0.994333503925988,0.3200605296233211,-0.0010239293698939673,0.0031326599838902183,english_last:post_gpt,,ai_use_method_results,english_last,last_senior_10,journal + subfield,1444004,0.11931048044907644,0.3200605296233211
age,last,10,0,0,"Non-English, less-established",1,1,"English, more-established",0.009925913568495853,0.000725478412603265,13.681886870869493,1.3026791507634289e-42,0.008504002008232163,0.011347825128759542,post_gpt:last_senior_10; english_last:post_gpt:last_senior_10; english_last:post_gpt,,ai_use_method_results,english_last,last_senior_10,journal + subfield,1444004,0.11931048044907644,7.816074904580573e-42
age,last,10,0,1,"Non-English, more-established",1,0,"English, less-established",-0.006168236001923363,0.0012088262686898955,-5.102665421564993,3.349027854440075e-07,-0.008537491952121497,-0.0037989800517252295,english_last:post_gpt; post_gpt:last_senior_10,,ai_use_method_results,english_last,last_senior_10,journal + subfield,1444004,0.11931048044907644,6.69805570888015e-07
age,last,10,0,1,"Non-English, more-established",1,1,"English, more-established",0.0027033122595743653,0.00031223031102056194,8.65807118706146,4.798138647234764e-18,0.0020913520950923245,0.003315272424056406,english_last:post_gpt:last_senior_10; english_last:post_gpt,,ai_use_method_results,english_last,last_senior_10,journal + subfield,1444004,0.11931048044907644,1.9192554588939056e-17
age,last,10,1,0,"English, less-established",1,1,"English, more-established",0.008871548261497728,0.0010848757521089508,8.17747861379686,2.898448546473964e-16,0.006745230859663381,0.010997865663332076,post_gpt:last_senior_10; english_last:post_gpt:last_senior_10,,ai_use_method_results,english_last,last_senior_10,journal + subfield,1444004,0.11931048044907644,8.695345639421891e-16
age,last,15,0,0,"Non-English, less-established",0,1,"Non-English, more-established",0.006138703203384737,0.0004934037070267017,12.441542525849986,1.5547215917967433e-35,0.005171649707773849,0.007105756698995625,post_gpt:last_senior_15,,ai_use_method_results,english_last,last_senior_15,journal + subfield,1444004,0.11945656996962761,7.773607958983717e-35
age,last,15,0,0,"Non-English, less-established",1,0,"English, less-established",0.002247327285854598,0.0009624144017629431,2.3350931591817017,0.019538554616563134,0.00036102972019656787,0.0041336248515126284,english_last:post_gpt,,ai_use_method_results,english_last,last_senior_15,journal + subfield,1444004,0.11945656996962761,0.019538554616563134
age,last,15,0,0,"Non-English, less-established",1,1,"English, more-established",0.008704776958468871,0.0005952976931720793,14.6225612131721,2.0166866344852566e-48,0.00753801491977182,0.009871538997165922,english_last:post_gpt:last_senior_15; english_last:post_gpt; post_gpt:last_senior_15,,ai_use_method_results,english_last,last_senior_15,journal + subfield,1444004,0.11945656996962761,1.2100119806911538e-47
age,last,15,0,1,"Non-English, more-established",1,0,"English, less-established",-0.0038913759175301385,0.0011080110712645473,-3.5120370350532704,0.00044468602645660374,-0.006063037711680295,-0.0017197141233799827,english_last:post_gpt; post_gpt:last_senior_15,,ai_use_method_results,english_last,last_senior_15,journal + subfield,1444004,0.11945656996962761,0.0008893720529132075
age,last,15,0,1,"Non-English, more-established",1,1,"English, more-established",0.0025660737550841353,0.00028587410465562925,8.976237138286061,2.8018511638686583e-19,0.0020057708058464677,0.003126376704321803,english_last:post_gpt:last_senior_15; english_last:post_gpt,,ai_use_method_results,english_last,last_senior_15,journal + subfield,1444004,0.11945656996962761,1.1207404655474633e-18
age,last,15,1,0,"English, less-established",1,1,"English, more-established",0.006457449672614274,0.00102435705288058,6.303905122198721,2.9023820273752655e-10,0.004449746741658746,0.008465152603569802,english_last:post_gpt:last_senior_15; post_gpt:last_senior_15,,ai_use_method_results,english_last,last_senior_15,journal + subfield,1444004,0.11945656996962761,8.707146082125796e-10
age,last,20,0,0,"Non-English, less-established",0,1,"Non-English, more-established",0.005253300293445772,0.00039238269083881463,13.388205994040025,7.087198921526111e-41,0.004484244351244781,0.006022356235646763,post_gpt:last_senior_20,,ai_use_method_results,english_last,last_senior_20,journal + subfield,1444004,0.11934695168786102,3.5435994607630554e-40
age,last,20,0,0,"Non-English, less-established",1,0,"English, less-established",0.00274346266932789,0.0007263419682405886,3.7770950726878056,0.00015866817597101661,0.0013198585711164004,0.00416706676753938,english_last:post_gpt,,ai_use_method_results,english_last,last_senior_20,journal + subfield,1444004,0.11934695168786102,0.00031733635194203323
age,last,20,0,0,"Non-English, less-established",1,1,"English, more-established",0.00756760197603157,0.00048801874221430266,15.506785542077449,3.1211787225395103e-54,0.006611102817511,0.00852410113455214,english_last:post_gpt:last_senior_20; english_last:post_gpt; post_gpt:last_senior_20,,ai_use_method_results,english_last,last_senior_20,journal + subfield,1444004,0.11934695168786102,1.8727072335237062e-53
age,last,20,0,1,"Non-English, more-established",1,0,"English, less-established",-0.002509837624117882,0.000808429511880067,-3.1045843666457142,0.0019054657691150718,-0.004094330351442109,-0.0009253448967936548,english_last:post_gpt; post_gpt:last_senior_20,,ai_use_method_results,english_last,last_senior_20,journal + subfield,1444004,0.11934695168786102,0.0019054657691150718
age,last,20,0,1,"Non-English, more-established",1,1,"English, more-established",0.002314301682585798,0.00026810537783005385,8.632059906134309,6.025680914723786e-18,0.001788824797977389,0.0028397785671942072,english_last:post_gpt:last_senior_20; english_last:post_gpt,,ai_use_method_results,english_last,last_senior_20,journal + subfield,1444004,0.11934695168786102,2.4102723658895144e-17
age,last,20,1,0,"English, less-established",1,1,"English, more-established",0.00482413930670368,0.0007106537738554025,6.788311670438342,1.1345335260109071e-11,0.0034312835044696182,0.006216995108937741,english_last:post_gpt:last_senior_20; post_gpt:last_senior_20,,ai_use_method_results,english_last,last_senior_20,journal + subfield,1444004,0.11934695168786102,3.4036005780327216e-11
cit,first,1,0,0,"Non-English, less-established",0,1,"Non-English, more-established",-0.0007440044470958206,0.000816979208062606,-0.9106773339558559,0.36246541014630385,-0.002345254271016584,0.0008572453768249425,post_gpt:first_cumulative_cits_top1,,ai_use_method_results,english_first,first_cumulative_cits_top1,journal + subfield,1454831,0.1182406815628898,0.36246541014630385
cit,first,1,0,0,"Non-English, less-established",1,0,"English, less-established",0.0027663807714984313,0.0004184882432861489,6.6104145477914145,3.832452904670229e-11,0.0019461588867041434,0.0035866026562927193,english_first:post_gpt,,ai_use_method_results,english_first,first_cumulative_cits_top1,journal + subfield,1454831,0.1182406815628898,2.1926029215793004e-10
cit,first,1,0,0,"Non-English, less-established",1,1,"English, more-established",0.004796377973364763,0.000724806970131951,6.617455641315898,3.6543382026321674e-11,0.00337578241616254,0.006216973530566986,post_gpt:first_cumulative_cits_top1; english_first:post_gpt; english_first:post_gpt:first_cumulative_cits_top1,,ai_use_method_results,english_first,first_cumulative_cits_top1,journal + subfield,1454831,0.1182406815628898,2.1926029215793004e-10
cit,first,1,0,1,"Non-English, more-established",1,0,"English, less-established",0.0035103852185942516,0.001014604277328637,3.459856514538638,0.00054046329733594,0.0015217973764698341,0.005498973060718669,english_first:post_gpt; post_gpt:first_cumulative_cits_top1,,ai_use_method_results,english_first,first_cumulative_cits_top1,journal + subfield,1454831,0.1182406815628898,0.00162138989200782
cit,first,1,0,1,"Non-English, more-established",1,1,"English, more-established",0.005540382420460584,0.0011569138988869983,4.788932370672246,1.6767097185423502e-06,0.0032728728454282535,0.007807891995492915,english_first:post_gpt; english_first:post_gpt:first_cumulative_cits_top1,,ai_use_method_results,english_first,first_cumulative_cits_top1,journal + subfield,1454831,0.1182406815628898,6.706838874169401e-06
cit,first,1,1,0,"English, less-established",1,1,"English, more-established",0.002029997201866332,0.0007878118376258247,2.5767538705485786,0.009973293814724065,0.0004859143735253986,0.003574080030207266,post_gpt:first_cumulative_cits_top1; english_first:post_gpt:first_cumulative_cits_top1,,ai_use_method_results,english_first,first_cumulative_cits_top1,journal + subfield,1454831,0.1182406815628898,0.01994658762944813
cit,first,5,0,0,"Non-English, less-established",0,1,"Non-English, more-established",0.00023501016496987092,0.00038698285976444244,0.6072883049986304,0.543659598232321,-0.0005234623028027507,0.0009934826327424925,post_gpt:first_cumulative_cits_top5,,ai_use_method_results,english_first,first_cumulative_cits_top5,journal + subfield,1454831,0.11823702145429649,0.543659598232321
cit,first,5,0,0,"Non-English, less-established",1,0,"English, less-established",0.002665368449257705,0.0004413602049026228,6.038986795027803,1.5508493448931845e-09,0.0018003183434393455,0.003530418555076064,english_first:post_gpt,,ai_use_method_results,english_first,first_cumulative_cits_top5,journal + subfield,1454831,0.11823702145429649,6.203397379572738e-09
cit,first,5,0,0,"Non-English, less-established",1,1,"English, more-established",0.0043310648030881384,0.0004389385029563735,9.86713349117748,5.779255597323338e-23,0.0034707611458657185,0.005191368460310559,post_gpt:first_cumulative_cits_top5; english_first:post_gpt; english_first:post_gpt:first_cumulative_cits_top5,,ai_use_method_results,english_first,first_cumulative_cits_top5,journal + subfield,1454831,0.11823702145429649,3.467553358394003e-22
cit,first,5,0,1,"Non-English, more-established",1,0,"English, less-established",0.002430358284287834,0.0005879688292801251,4.133481510003555,3.5730905368513726e-05,0.0012779605548666091,0.0035827560137090585,post_gpt:first_cumulative_cits_top5; english_first:post_gpt,,ai_use_method_results,english_first,first_cumulative_cits_top5,journal + subfield,1454831,0.11823702145429649,0.00010719271610554117
cit,first,5,0,1,"Non-English, more-established",1,1,"English, more-established",0.004096054638118267,0.0005954801936693987,6.878574101479406,6.045460178753112e-12,0.002928934905019309,0.005263174371217224,english_first:post_gpt; english_first:post_gpt:first_cumulative_cits_top5,,ai_use_method_results,english_first,first_cumulative_cits_top5,journal + subfield,1454831,0.11823702145429649,3.0227300893765564e-11
cit,first,5,1,0,"English, less-established",1,1,"English, more-established",0.0016656963538304332,0.0005156854086165014,3.2300629918911623,0.0012376294682531679,0.0006549715255892692,0.0026764211820715974,post_gpt:first_cumulative_cits_top5; english_first:post_gpt:first_cumulative_cits_top5,,ai_use_method_results,english_first,first_cumulative_cits_top5,journal + subfield,1454831,0.11823702145429649,0.0024752589365063357
cit,first,10,0,0,"Non-English, less-established",0,1,"Non-English, more-established",0.00046184559424179537,0.0002953749763608598,1.563590795442192,0.11791369787760352,-0.00011707872135985966,0.0010407699098434503,post_gpt:first_cumulative_cits_top10,,ai_use_method_results,english_first,first_cumulative_cits_top10,journal + subfield,1454831,0.11824759212141,0.11791369787760352
cit,first,10,0,0,"Non-English, less-established",1,0,"English, less-established",0.0025629151530396094,0.0004671207836131061,5.486621967911302,4.0969258175153977e-08,0.0016473752407277936,0.0034784550653514253,english_first:post_gpt,,ai_use_method_results,english_first,first_cumulative_cits_top10,journal + subfield,1454831,0.11824759212141,1.638770327006159e-07
cit,first,10,0,0,"Non-English, less-established",1,1,"English, more-established",0.004216186889495473,0.00037474136863721726,11.25092461723145,2.291768948330544e-29,0.0034817073034492797,0.004950666475541667,english_first:post_gpt; english_first:post_gpt:first_cumulative_cits_top10; post_gpt:first_cumulative_cits_top10,,ai_use_method_results,english_first,first_cumulative_cits_top10,journal + subfield,1454831,0.11824759212141,1.3750613689983265e-28
cit,first,10,0,1,"Non-English, more-established",1,0,"English, less-established",0.002101069558797814,0.0005562930370398125,3.7769114817222595,0.0001587851319173313,0.0010107552413493753,0.003191383876246253,english_first:post_gpt; post_gpt:first_cumulative_cits_top10,,ai_use_method_results,english_first,first_cumulative_cits_top10,journal + subfield,1454831,0.11824759212141,0.0004763553957519939
cit,first,10,0,1,"Non-English, more-established",1,1,"English, more-established",0.003754341295253678,0.00047361428674845215,7.927001782460372,2.245000678388414e-15,0.002826074350663086,0.00468260823984427,english_first:post_gpt; english_first:post_gpt:first_cumulative_cits_top10,,ai_use_method_results,english_first,first_cumulative_cits_top10,journal + subfield,1454831,0.11824759212141,1.122500339194207e-14
cit,first,10,1,0,"English, less-established",1,1,"English, more-established",0.001653271736455864,0.00047307199763374865,3.4947571294123043,0.0004744933144621203,0.0007260676589992989,0.0025804758139124293,english_first:post_gpt:first_cumulative_cits_top10; post_gpt:first_cumulative_cits_top10,,ai_use_method_results,english_first,first_cumulative_cits_top10,journal + subfield,1454831,0.11824759212141,0.0009489866289242406
cit,first,20,0,0,"Non-English, less-established",0,1,"Non-English, more-established",0.00034111575654854686,0.0002112053677065889,1.6150903750819074,0.10629112498976663,-7.283915749790637e-05,0.0007550706705950001,post_gpt:first_cumulative_cits_top20,,ai_use_method_results,english_first,first_cumulative_cits_top20,journal + subfield,1454831,0.11824305065377605,0.10629112498976663
cit,first,20,0,0,"Non-English, less-established",1,0,"English, less-established",0.002434333439676136,0.0005081580231289278,4.790504781735006,1.6636225847249946e-06,0.0014383620158883658,0.0034303048634639066,english_first:post_gpt,,ai_use_method_results,english_first,first_cumulative_cits_top20,journal + subfield,1454831,0.11824305065377605,6.654490338899978e-06
cit,first,20,0,0,"Non-English, less-established",1,1,"English, more-established",0.003787792744339608,0.0003423456595078252,11.064234755554212,1.8705261608850615e-28,0.0031168075814406583,0.004458777907238557,english_first:post_gpt:first_cumulative_cits_top20; english_first:post_gpt; post_gpt:first_cumulative_cits_top20,,ai_use_method_results,english_first,first_cumulative_cits_top20,journal + subfield,1454831,0.11824305065377605,1.1223156965310369e-27
cit,first,20,0,1,"Non-English, more-established",1,0,"English, less-established",0.0020932176831275893,0.000554103060128274,3.7776685128629546,0.00015830338988366766,0.0010071956415527402,0.003179239724702438,english_first:post_gpt; post_gpt:first_cumulative_cits_top20,,ai_use_method_results,english_first,first_cumulative_cits_top20,journal + subfield,1454831,0.11824305065377605,0.000474910169651003
cit,first,20,0,1,"Non-English, more-established",1,1,"English, more-established",0.0034466769877910613,0.00039978566148391164,8.621312167619509,6.6191190914524765e-18,0.0026631114897470724,0.00423024248583505,english_first:post_gpt:first_cumulative_cits_top20; english_first:post_gpt,,ai_use_method_results,english_first,first_cumulative_cits_top20,journal + subfield,1454831,0.11824305065377605,3.309559545726238e-17
cit,first,20,1,0,"English, less-established",1,1,"English, more-established",0.001353459304663472,0.00043033609788736387,3.145121479020629,0.0016601787753299621,0.0005100160515567355,0.002196902557770208,english_first:post_gpt:first_cumulative_cits_top20; post_gpt:first_cumulative_cits_top20,,ai_use_method_results,english_first,first_cumulative_cits_top20,journal + subfield,1454831,0.11824305065377605,0.0033203575506599243
cit,last,1,0,0,"Non-English, less-established",0,1,"Non-English, more-established",0.0033209677511396407,0.00032603893344755955,10.185801174183355,2.2946189515437825e-24,0.0026819431840245725,0.003959992318254709,post_gpt:last_cumulative_cits_top1,,ai_use_method_results,english_last,last_cumulative_cits_top1,journal + subfield,1444004,0.11792374250489435,1.1473094757718912e-23
cit,last,1,0,0,"Non-English, less-established",1,0,"English, less-established",0.0025242710586191957,0.00042089703964610437,5.997359973692462,2.0055116643023847e-09,0.0016993280197133039,0.0033492140975250875,english_last:post_gpt,,ai_use_method_results,english_last,last_cumulative_cits_top1,journal + subfield,1444004,0.11792374250489435,6.016534992907154e-09
cit,last,1,0,0,"Non-English, less-established",1,1,"English, more-established",0.005255827575717546,0.00037588639786445316,13.982489405250648,1.993896866941286e-44,0.004519103773624724,0.005992551377810368,english_last:post_gpt:last_cumulative_cits_top1; english_last:post_gpt; post_gpt:last_cumulative_cits_top1,,ai_use_method_results,english_last,last_cumulative_cits_top1,journal + subfield,1444004,0.11792374250489435,1.1963381201647716e-43
cit,last,1,0,1,"Non-English, more-established",1,0,"English, less-established",-0.000796696692520445,0.000477090480405752,-1.6699069154406034,0.0949377819051176,-0.0017317768514826313,0.0001383834664417413,english_last:post_gpt; post_gpt:last_cumulative_cits_top1,,ai_use_method_results,english_last,last_cumulative_cits_top1,journal + subfield,1444004,0.11792374250489435,0.0949377819051176
cit,last,1,0,1,"Non-English, more-established",1,1,"English, more-established",0.0019348598245779057,0.0004019234992064097,4.814000247306389,1.479386236896266e-06,0.0011471042415930298,0.0027226154075627815,english_last:post_gpt:last_cumulative_cits_top1; english_last:post_gpt,,ai_use_method_results,english_last,last_cumulative_cits_top1,journal + subfield,1444004,0.11792374250489435,2.958772473792532e-06
cit,last,1,1,0,"English, less-established",1,1,"English, more-established",0.0027315565170983507,0.00044339992100844277,6.160480387289783,7.2524597477348e-10,0.001862508641173898,0.0036006043930228034,english_last:post_gpt:last_cumulative_cits_top1; post_gpt:last_cumulative_cits_top1,,ai_use_method_results,english_last,last_cumulative_cits_top1,journal + subfield,1444004,0.11792374250489435,2.90098389909392e-09
cit,last,5,0,0,"Non-English, less-established",0,1,"Non-English, more-established",0.004069525004705905,0.00026300123780677195,15.473406279919493,5.245633302084594e-54,0.003554052050715178,0.004584997958696632,post_gpt:last_cumulative_cits_top5,,ai_use_method_results,english_last,last_cumulative_cits_top5,journal + subfield,1444004,0.11856225051496494,3.1473799812507565e-53
cit,last,5,0,0,"Non-English, less-established",1,0,"English, less-established",0.0022748496776189312,0.000541261083281825,4.2028694614913915,2.6355258970704328e-05,0.0012139974481534194,0.003335701907084443,english_last:post_gpt,,ai_use_method_results,english_last,last_cumulative_cits_top5,journal + subfield,1444004,0.11856225051496494,5.2710517941408656e-05
cit,last,5,0,0,"Non-English, less-established",1,1,"English, more-established",0.005606342553102896,0.0003628787559860408,15.449630105429925,7.587763573761416e-54,0.004895113260615557,0.006317571845590235,english_last:post_gpt:last_cumulative_cits_top5; english_last:post_gpt; post_gpt:last_cumulative_cits_top5,,ai_use_method_results,english_last,last_cumulative_cits_top5,journal + subfield,1444004,0.11856225051496494,3.793881786880708e-53
cit,last,5,0,1,"Non-English, more-established",1,0,"English, less-established",-0.0017946753270869737,0.0005361515878914747,-3.347328195268245,0.0008159454706851086,-0.0028455131296082252,-0.000743837524565722,english_last:post_gpt; post_gpt:last_cumulative_cits_top5,,ai_use_method_results,english_last,last_cumulative_cits_top5,journal + subfield,1444004,0.11856225051496494,0.0008159454706851086
cit,last,5,0,1,"Non-English, more-established",1,1,"English, more-established",0.0015368175483969914,0.00027441420351483433,5.600357156126264,2.139106143722632e-08,0.0009989755926616715,0.0020746595041323114,english_last:post_gpt:last_cumulative_cits_top5; english_last:post_gpt,,ai_use_method_results,english_last,last_cumulative_cits_top5,journal + subfield,1444004,0.11856225051496494,6.417318431167896e-08
cit,last,5,1,0,"English, less-established",1,1,"English, more-established",0.003331492875483965,0.0005155431119403913,6.462103359202988,1.0325752747539066e-10,0.0023210469436030965,0.004341938807364833,english_last:post_gpt:last_cumulative_cits_top5; post_gpt:last_cumulative_cits_top5,,ai_use_method_results,english_last,last_cumulative_cits_top5,journal + subfield,1444004,0.11856225051496494,4.1303010990156266e-10
cit,last,10,0,0,"Non-English, less-established",0,1,"Non-English, more-established",0.004325400046308984,0.00028836802025941855,14.999582971849007,7.388206209051061e-51,0.003760209112307407,0.00489059098031056,post_gpt:last_cumulative_cits_top10,,ai_use_method_results,english_last,last_cumulative_cits_top10,journal + subfield,1444004,0.1189927790730998,3.6941031045255304e-50
cit,last,10,0,0,"Non-English, less-established",1,0,"English, less-established",0.0018078851953710945,0.0007014167786035219,2.5774764027893426,0.009952467660756362,0.0004331335711560869,0.003182636819586102,english_last:post_gpt,,ai_use_method_results,english_last,last_cumulative_cits_top10,journal + subfield,1444004,0.1189927790730998,0.009952467660756362
cit,last,10,0,0,"Non-English, less-established",1,1,"English, more-established",0.006193497967440594,0.0004023996882080097,15.391408465105549,1.8691882020222563e-53,0.005404809071162748,0.00698218686371844,post_gpt:last_cumulative_cits_top10; english_last:post_gpt; english_last:post_gpt:last_cumulative_cits_top10,,ai_use_method_results,english_last,last_cumulative_cits_top10,journal + subfield,1444004,0.1189927790730998,1.1215129212133538e-52
cit,last,10,0,1,"Non-English, more-established",1,0,"English, less-established",-0.002517514850937889,0.000728695853722046,-3.4548225272298185,0.00055065515961205,-0.0039457324799167665,-0.0010892972219590114,english_last:post_gpt; post_gpt:last_cumulative_cits_top10,,ai_use_method_results,english_last,last_cumulative_cits_top10,journal + subfield,1444004,0.1189927790730998,0.0011013103192241
cit,last,10,0,1,"Non-English, more-established",1,1,"English, more-established",0.0018680979211316104,0.00023698221044116656,7.882861408263327,3.19967897368779e-15,0.001403621323690232,0.002332574518572989,english_last:post_gpt; english_last:post_gpt:last_cumulative_cits_top10,,ai_use_method_results,english_last,last_cumulative_cits_top10,journal + subfield,1444004,0.1189927790730998,1.279871589475116e-14
cit,last,10,1,0,"English, less-established",1,1,"English, more-established",0.004385612772069499,0.0007013479230974094,6.253120067285614,4.0233258015568543e-10,0.003010996102166609,0.00576022944197239,post_gpt:last_cumulative_cits_top10; english_last:post_gpt:last_cumulative_cits_top10,,ai_use_method_results,english_last,last_cumulative_cits_top10,journal + subfield,1444004,0.1189927790730998,1.2069977404670563e-09
cit,last,20,0,0,"Non-English, less-established",0,1,"Non-English, more-established",0.005067257262417283,0.0003520567222517347,14.39329784702702,5.701126441106711e-47,0.004377238766288661,0.005757275758545904,post_gpt:last_cumulative_cits_top20,,ai_use_method_results,english_last,last_cumulative_cits_top20,journal + subfield,1444004,0.11938772914382434,2.8505632205533557e-46
cit,last,20,0,0,"Non-English, less-established",1,0,"English, less-established",0.0012892811420357018,0.000939908082595566,1.3717098149377953,0.17015379174839151,-0.0005529048486297059,0.0031314671327011094,english_last:post_gpt,,ai_use_method_results,english_last,last_cumulative_cits_top20,journal + subfield,1444004,0.11938772914382434,0.17015379174839151
