indicator,order,level,english_a,top_a,group_a,english_b,top_b,group_b,difference_in_post_change,std_error,z_value,pvalue,lower,upper,used_terms,missing_or_absorbed_terms,outcome,eng_var,top_var,model_fe_type,n,r2,pvalue_holm
cit,first,10,0,0,"Non-English, less-established",1,0,"English, less-established",0.013543980588971674,0.002259280108362073,5.9948213321768025,2.0370928455389245e-09,0.00911587294559426,0.01797208823234909,english_first:post_gpt,,ai_use_intro_discussion,english_first,first_cumulative_cits_top10,journal + subfield,2052933,0.19189157382812305,4.074185691077849e-09
cit,first,10,0,0,"Non-English, less-established",1,1,"English, more-established",0.027992813172406632,0.00157370846872242,17.787801062754635,8.786075427454515e-71,0.02490840125154501,0.031077225093268254,english_first:post_gpt; english_first:post_gpt:first_cumulative_cits_top10; post_gpt:first_cumulative_cits_top10,,ai_use_intro_discussion,english_first,first_cumulative_cits_top10,journal + subfield,2052933,0.19189157382812305,5.271645256472709e-70
cit,first,10,0,1,"Non-English, more-established",1,0,"English, less-established",0.006879382897063009,0.002486369026854255,2.7668390422988733,0.00566026938653596,0.0020061891521527663,0.011752576641973251,english_first:post_gpt; post_gpt:first_cumulative_cits_top10,,ai_use_intro_discussion,english_first,first_cumulative_cits_top10,journal + subfield,2052933,0.19189157382812305,0.00566026938653596
cit,first,10,0,1,"Non-English, more-established",1,1,"English, more-established",0.02132821548049797,0.0017296236553345165,12.331130772129155,6.157649335336798e-35,0.017938215409233797,0.02471821555176214,english_first:post_gpt; english_first:post_gpt:first_cumulative_cits_top10,,ai_use_intro_discussion,english_first,first_cumulative_cits_top10,journal + subfield,2052933,0.19189157382812305,3.078824667668399e-34
cit,first,10,1,0,"English, less-established",1,1,"English, more-established",0.014448832583434958,0.0015427975691425459,9.365345702135967,7.580173489846454e-21,0.011425004912479626,0.01747266025439029,english_first:post_gpt:first_cumulative_cits_top10; post_gpt:first_cumulative_cits_top10,,ai_use_intro_discussion,english_first,first_cumulative_cits_top10,journal + subfield,2052933,0.19189157382812305,3.032069395938582e-20
cit,first,20,0,0,"Non-English, less-established",0,1,"Non-English, more-established",0.006478002197403224,0.0006472258389657318,10.00887450314883,1.3932854650364575e-23,0.005209462863166669,0.007746541531639779,post_gpt:first_cumulative_cits_top20,,ai_use_intro_discussion,english_first,first_cumulative_cits_top20,journal + subfield,2052933,0.19189659264848535,5.57314186014583e-23
cit,first,20,0,0,"Non-English, less-established",1,0,"English, less-established",0.013325770309601465,0.0024429851662042834,5.454707827925943,4.9053433226808416e-08,0.00853760736907547,0.01811393325012746,english_first:post_gpt,,ai_use_intro_discussion,english_first,first_cumulative_cits_top20,journal + subfield,2052933,0.19189659264848535,9.810686645361683e-08
cit,first,20,0,0,"Non-English, less-established",1,1,"English, more-established",0.024836992109729908,0.0014739578845830977,16.850543946684706,1.0395412822177757e-63,0.02194808774121819,0.027725896478241627,english_first:post_gpt:first_cumulative_cits_top20; english_first:post_gpt; post_gpt:first_cumulative_cits_top20,,ai_use_intro_discussion,english_first,first_cumulative_cits_top20,journal + subfield,2052933,0.19189659264848535,6.237247693306655e-63
cit,first,20,0,1,"Non-English, more-established",1,0,"English, less-established",0.006847768112198241,0.0026196132085601863,2.6140378624682414,0.008947911996013328,0.0017134205699948623,0.01198211565440162,english_first:post_gpt; post_gpt:first_cumulative_cits_top20,,ai_use_intro_discussion,english_first,first_cumulative_cits_top20,journal + subfield,2052933,0.19189659264848535,0.008947911996013328
cit,first,20,0,1,"Non-English, more-established",1,1,"English, more-established",0.018358989912326686,0.0015960148163783364,11.503019723831107,1.273795128956483e-30,0.015230858353432838,0.021487121471220533,english_first:post_gpt:first_cumulative_cits_top20; english_first:post_gpt,,ai_use_intro_discussion,english_first,first_cumulative_cits_top20,journal + subfield,2052933,0.19189659264848535,6.368975644782416e-30
cit,first,20,1,0,"English, less-established",1,1,"English, more-established",0.011511221800128445,0.001596909153527546,7.208438735979655,5.65970244828072e-13,0.008381337372632112,0.014641106227624778,english_first:post_gpt:first_cumulative_cits_top20; post_gpt:first_cumulative_cits_top20,,ai_use_intro_discussion,english_first,first_cumulative_cits_top20,journal + subfield,2052933,0.19189659264848535,1.697910734484216e-12
cit,last,1,0,0,"Non-English, less-established",0,1,"Non-English, more-established",0.020078567520620618,0.0013853120777298444,14.49389480060263,1.324165398143869e-47,0.01736340574092177,0.022793729300319466,post_gpt:last_cumulative_cits_top1,,ai_use_intro_discussion,english_last,last_cumulative_cits_top1,journal + subfield,2019216,0.19188931476487714,5.296661592575476e-47
cit,last,1,0,0,"Non-English, less-established",1,0,"English, less-established",0.01427673351230069,0.0022672709268362376,6.296880246342029,3.0369571661868413e-10,0.009832964152506916,0.018720502872094463,english_last:post_gpt,,ai_use_intro_discussion,english_last,last_cumulative_cits_top1,journal + subfield,2019216,0.19188931476487714,6.073914332373683e-10
cit,last,1,0,0,"Non-English, less-established",1,1,"English, more-established",0.03959421374420115,0.0014098044681681275,28.084897330229843,1.4981109133014784e-173,0.036831047761347976,0.04235737972705432,english_last:post_gpt:last_cumulative_cits_top1; english_last:post_gpt; post_gpt:last_cumulative_cits_top1,,ai_use_intro_discussion,english_last,last_cumulative_cits_top1,journal + subfield,2019216,0.19188931476487714,8.98866547980887e-173
cit,last,1,0,1,"Non-English, more-established",1,0,"English, less-established",-0.005801834008319929,0.0024671835945321934,-2.3516020539282256,0.01869276111945737,-0.0106374249968511,-0.0009662430197887577,english_last:post_gpt; post_gpt:last_cumulative_cits_top1,,ai_use_intro_discussion,english_last,last_cumulative_cits_top1,journal + subfield,2019216,0.19188931476487714,0.01869276111945737
cit,last,1,0,1,"Non-English, more-established",1,1,"English, more-established",0.01951564622358053,0.0013133217292709879,14.859760398857846,6.013989027625078e-50,0.01694158293409553,0.02208970951306553,english_last:post_gpt:last_cumulative_cits_top1; english_last:post_gpt,,ai_use_intro_discussion,english_last,last_cumulative_cits_top1,journal + subfield,2019216,0.19188931476487714,3.006994513812539e-49
cit,last,1,1,0,"English, less-established",1,1,"English, more-established",0.02531748023190046,0.0020993786413031714,12.059511197172537,1.7280544866222088e-33,0.021202773705033613,0.02943218675876731,english_last:post_gpt:last_cumulative_cits_top1; post_gpt:last_cumulative_cits_top1,,ai_use_intro_discussion,english_last,last_cumulative_cits_top1,journal + subfield,2019216,0.19188931476487714,5.184163459866626e-33
cit,last,5,0,0,"Non-English, less-established",0,1,"Non-English, more-established",0.021566108200565457,0.0013880438855935367,15.53705068290665,1.9474166810680543e-54,0.01884559217584109,0.024286624225289825,post_gpt:last_cumulative_cits_top5,,ai_use_intro_discussion,english_last,last_cumulative_cits_top5,journal + subfield,2019216,0.19361728695330538,7.789666724272217e-54
cit,last,5,0,0,"Non-English, less-established",1,0,"English, less-established",0.012272575258540903,0.0026145641282060922,4.693927804693541,2.6800865110444615e-06,0.007148123731986598,0.017397026785095207,english_last:post_gpt,,ai_use_intro_discussion,english_last,last_cumulative_cits_top5,journal + subfield,2019216,0.19361728695330538,5.360173022088923e-06
cit,last,5,0,0,"Non-English, less-established",1,1,"English, more-established",0.03832192461886563,0.001523843357112061,25.14820466290716,1.4785711556177595e-139,0.03533524652084538,0.041308602716885884,english_last:post_gpt:last_cumulative_cits_top5; english_last:post_gpt; post_gpt:last_cumulative_cits_top5,,ai_use_intro_discussion,english_last,last_cumulative_cits_top5,journal + subfield,2019216,0.19361728695330538,8.871426933706557e-139
cit,last,5,0,1,"Non-English, more-established",1,0,"English, less-established",-0.009293532942024554,0.0027285156275360972,-3.4060764938395445,0.0006590371117052536,-0.014641325303250009,-0.003945740580799099,english_last:post_gpt; post_gpt:last_cumulative_cits_top5,,ai_use_intro_discussion,english_last,last_cumulative_cits_top5,journal + subfield,2019216,0.19361728695330538,0.0006590371117052536
cit,last,5,0,1,"Non-English, more-established",1,1,"English, more-established",0.016755816418300172,0.001060170603840431,15.804830239211322,2.881655000374566e-56,0.014677920217304845,0.0188337126192955,english_last:post_gpt:last_cumulative_cits_top5; english_last:post_gpt,,ai_use_intro_discussion,english_last,last_cumulative_cits_top5,journal + subfield,2019216,0.19361728695330538,1.440827500187283e-55
cit,last,5,1,0,"English, less-established",1,1,"English, more-established",0.026049349360324728,0.0022988952536378325,11.33124674519361,9.18873903096203e-30,0.021543597458964503,0.030555101261684953,english_last:post_gpt:last_cumulative_cits_top5; post_gpt:last_cumulative_cits_top5,,ai_use_intro_discussion,english_last,last_cumulative_cits_top5,journal + subfield,2019216,0.19361728695330538,2.756621709288609e-29
cit,last,10,0,0,"Non-English, less-established",0,1,"Non-English, more-established",0.022121509959470192,0.0014329742200018395,15.437479370314,9.16111372198876e-54,0.01931293209749221,0.024930087821448173,post_gpt:last_cumulative_cits_top10,,ai_use_intro_discussion,english_last,last_cumulative_cits_top10,journal + subfield,2019216,0.1942233653752038,3.664445488795504e-53
cit,last,10,0,0,"Non-English, less-established",1,0,"English, less-established",0.011273920595407598,0.0030880073918931866,3.6508722825614144,0.00026135118572324234,0.005221537323303488,0.01732630386751171,english_last:post_gpt,,ai_use_intro_discussion,english_last,last_cumulative_cits_top10,journal + subfield,2019216,0.1942233653752038,0.0005227023714464847
cit,last,10,0,0,"Non-English, less-established",1,1,"English, more-established",0.03813664362884561,0.0016924406219113806,22.533519424613836,1.9484349246850813e-112,0.03481952096392674,0.04145376629376449,post_gpt:last_cumulative_cits_top10; english_last:post_gpt; english_last:post_gpt:last_cumulative_cits_top10,,ai_use_intro_discussion,english_last,last_cumulative_cits_top10,journal + subfield,2019216,0.1942233653752038,1.1690609548110489e-111
cit,last,10,0,1,"Non-English, more-established",1,0,"English, less-established",-0.010847589364062594,0.003175306791666376,-3.4162334778271504,0.000634937830311908,-0.017071076315594118,-0.004624102412531069,english_last:post_gpt; post_gpt:last_cumulative_cits_top10,,ai_use_intro_discussion,english_last,last_cumulative_cits_top10,journal + subfield,2019216,0.1942233653752038,0.000634937830311908
cit,last,10,0,1,"Non-English, more-established",1,1,"English, more-established",0.016015133669375424,0.0009761726579260214,16.40604614290387,1.731188000564345e-60,0.014101870417147683,0.017928396921603165,english_last:post_gpt; english_last:post_gpt:last_cumulative_cits_top10,,ai_use_intro_discussion,english_last,last_cumulative_cits_top10,journal + subfield,2019216,0.1942233653752038,8.655940002821724e-60
cit,last,10,1,0,"English, less-established",1,1,"English, more-established",0.026862723033438018,0.0027385726598240885,9.809023301636094,1.0296025768065689e-22,0.021495219251136743,0.03223022681573929,post_gpt:last_cumulative_cits_top10; english_last:post_gpt:last_cumulative_cits_top10,,ai_use_intro_discussion,english_last,last_cumulative_cits_top10,journal + subfield,2019216,0.1942233653752038,3.0888077304197065e-22
cit,last,20,0,0,"Non-English, less-established",0,1,"Non-English, more-established",0.023685723285220492,0.0015645887130871356,15.138625945016248,9.007606871404888e-52,0.020619185756951833,0.02675226081348915,post_gpt:last_cumulative_cits_top20,,ai_use_intro_discussion,english_last,last_cumulative_cits_top20,journal + subfield,2019216,0.1944249489209393,4.5038034357024436e-51
